AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.topic,Input.argument,Input.label,Input.tokenized_argument,Answer.feedback,Answer.selected_words,Answer.stance-prediction.con,Answer.stance-prediction.pro,Answer.word_0,Answer.word_1,Answer.word_10,Answer.word_11,Answer.word_12,Answer.word_13,Answer.word_15,Answer.word_16,Answer.word_17,Answer.word_19,Answer.word_2,Answer.word_20,Answer.word_21,Answer.word_22,Answer.word_23,Answer.word_24,Answer.word_25,Answer.word_26,Answer.word_27,Answer.word_29,Answer.word_3,Answer.word_30,Answer.word_31,Answer.word_32,Answer.word_34,Answer.word_35,Answer.word_36,Answer.word_38,Answer.word_39,Answer.word_4,Answer.word_40,Answer.word_41,Answer.word_42,Answer.word_44,Answer.word_45,Answer.word_46,Answer.word_47,Answer.word_5,Answer.word_6,Answer.word_7,Answer.word_8,Answer.word_9,Approve,Reject
33FBRBDW6RBRF2NSBHJV7YOQ5SO8CQ,A38ZV8LBZ034IZ,Submitted,Tue Jan 05 17:35:38 PST 2021,Tue Jan 05 18:05:12 PST 2021,Fri Jan 08 18:05:12 PST 2021,1774,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_19,word_22,word_24,word_27,word_34,word_36,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
37M28K1J0TPS64MDI7KVQT7GLZKJA4,A3908297ZI3LES,Submitted,Tue Jan 05 15:19:59 PST 2021,Tue Jan 05 15:23:58 PST 2021,Fri Jan 08 15:23:58 PST 2021,239,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_39,word_40,word_41,word_42,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3A4NIXBJ79BZ3VJ2IVMDFZF8J5EMLT,A39SK1E6IMQBD5,Submitted,Tue Jan 05 15:04:18 PST 2021,Tue Jan 05 15:42:47 PST 2021,Fri Jan 08 15:42:47 PST 2021,2309,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",Millions of workers would prefer qual HITs that pay more than minimum wage.,"word_22,word_24,word_25,word_26,word_27",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
320DUZ38GAYTGVZG47C5MFIJJUXGJD,A3AT9S1CF9QV4K,Submitted,Tue Jan 05 14:47:22 PST 2021,Tue Jan 05 14:49:34 PST 2021,Fri Jan 08 14:49:34 PST 2021,132,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_0,word_19,word_20,word_21,word_22,word_23,word_24,word_25,word_26",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
32ZKVD547IZM40PGL0S45XAX7KL3B9,A3C8JI69WPTKWH,Submitted,Tue Jan 05 16:39:58 PST 2021,Tue Jan 05 16:46:06 PST 2021,Fri Jan 08 16:46:06 PST 2021,368,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_34,word_36,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3VW6495TLMCJXBFFKDZE324B1VDYY6,A3D8ZG1VV5FO35,Submitted,Tue Jan 05 18:46:03 PST 2021,Tue Jan 05 18:52:29 PST 2021,Fri Jan 08 18:52:29 PST 2021,386,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .","The lack of respect for human life, and state policies that support the death penalty are deemed immoral and abhorrent.","word_36,word_40,word_41,word_42,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3RJSC4XJ136OYS9A13J80DCYUCD058,A3E18P15E4GSG6,Submitted,Tue Jan 05 14:41:27 PST 2021,Tue Jan 05 14:46:43 PST 2021,Fri Jan 08 14:46:43 PST 2021,316,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",NA,"word_19,word_20,word_22,word_23,word_24,word_34,word_35,word_36,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3VE8AYVF8P9YIE722J9WF49T243F8T,A3EGXFT5MXGKKO,Submitted,Tue Jan 05 14:40:28 PST 2021,Tue Jan 05 14:43:01 PST 2021,Fri Jan 08 14:43:01 PST 2021,153,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_22,word_23,word_24,word_26,word_27,word_34,word_36,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
30LSNF239X776Q73NA6G8A9IWW32I4,A3ENQKD0V9VHBF,Submitted,Tue Jan 05 14:40:47 PST 2021,Tue Jan 05 14:42:37 PST 2021,Fri Jan 08 14:42:37 PST 2021,110,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_22,word_23,word_24,word_34,word_35,word_36,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3A9AA95ATZYRM9DUIOYYFED62KSP57,A3EYRDEQ7CXUMN,Submitted,Tue Jan 05 16:02:03 PST 2021,Tue Jan 05 16:03:46 PST 2021,Fri Jan 08 16:03:46 PST 2021,103,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",Thank you,"word_34,word_36,word_40,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
39KFRKBFIQ773XBDEQQG1B69NK0OY5,A3F51C49T9A34D,Submitted,Tue Jan 05 16:01:41 PST 2021,Tue Jan 05 16:47:09 PST 2021,Fri Jan 08 16:47:09 PST 2021,2728,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_19,word_22,word_23,word_24,word_25,word_26,word_27,word_36,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3QAPZX2QN7PWZVQNJKHA269MA3W20L,A3F8K7ZV8AX8UR,Submitted,Tue Jan 05 16:57:26 PST 2021,Tue Jan 05 17:30:04 PST 2021,Fri Jan 08 17:30:04 PST 2021,1958,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_9,word_10,word_17,word_22,word_24,word_36,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3SEPORI8WQBI6JRH0TNHENV64XXAZG,A3GMRPF5MCQVGV,Submitted,Tue Jan 05 14:47:22 PST 2021,Tue Jan 05 14:54:04 PST 2021,Fri Jan 08 14:54:04 PST 2021,402,100% (3/3),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",Is it better to use as many keywords as possible to hone the scope of the argument or just those that relay the main idea?,"word_19,word_22,word_24,word_26,word_27,word_42,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3DQQ64TANJXLZSSEEPL75EQJMI5WP6,A3GQR89E66AQJY,Submitted,Tue Jan 05 17:32:49 PST 2021,Tue Jan 05 17:37:11 PST 2021,Fri Jan 08 17:37:11 PST 2021,262,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3TEM0PF1Q89J25O3G91RYP0Q7TB0DG,A3GWRDHAURRNK6,Submitted,Tue Jan 05 14:42:54 PST 2021,Tue Jan 05 14:44:44 PST 2021,Fri Jan 08 14:44:44 PST 2021,110,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_17,word_24,word_26,word_27,word_34,word_36,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
32N49TQG3JU1XZM7ZWYETHIAGMRVA1,A3HGZDLMCKGPSE,Submitted,Tue Jan 05 14:49:37 PST 2021,Tue Jan 05 14:50:32 PST 2021,Fri Jan 08 14:50:32 PST 2021,55,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_0,word_24,word_26,word_27,word_34,word_35,word_36,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3Y4W8Q93L2WZV6PJJ6PGJIQG1PODVL,A3HP7L563UF5DW,Submitted,Tue Jan 05 14:51:05 PST 2021,Tue Jan 05 14:52:37 PST 2021,Fri Jan 08 14:52:37 PST 2021,92,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",Interesting HIT and approach!,"word_19,word_20,word_22,word_24,word_26,word_27,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
36WLNQG782MPEY5DAK90OOEUY99EB9,A3HSONMX6LNZR4,Submitted,Tue Jan 05 14:56:14 PST 2021,Tue Jan 05 15:00:20 PST 2021,Fri Jan 08 15:00:20 PST 2021,246,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_39,word_40,word_41,word_42,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3M81GAB8A3VEB1VIJB40I538HCXQBX,A3HVFSD8K94SOR,Submitted,Tue Jan 05 14:53:39 PST 2021,Tue Jan 05 14:59:49 PST 2021,Fri Jan 08 14:59:49 PST 2021,370,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_19,word_22,word_23,word_24,word_27,word_42,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3VAR3R6G1SDSORKV1MSM2YI7U5U8O8,A3I55L67X0MWC4,Submitted,Tue Jan 05 14:46:32 PST 2021,Tue Jan 05 15:02:18 PST 2021,Fri Jan 08 15:02:18 PST 2021,946,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_34,word_36,word_40,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3P1L2B7AD41N3Y4EVB1Q734DE5TOLA,A3IQL7EGZDP3ZZ,Submitted,Tue Jan 05 14:59:23 PST 2021,Tue Jan 05 15:05:10 PST 2021,Fri Jan 08 15:05:10 PST 2021,347,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_0,word_19,word_24,word_34,word_36,word_42,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
31Z0PCVWUNR415KKNYMFI8SZIT5T7S,A3IRHO9RKEV0L7,Submitted,Tue Jan 05 14:54:12 PST 2021,Tue Jan 05 14:59:54 PST 2021,Fri Jan 08 14:59:54 PST 2021,342,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_42,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3GD6L00D3V9MDOFYPL4UVK6UL0MM12,A3JB1MBS7KFAGJ,Submitted,Tue Jan 05 17:40:43 PST 2021,Tue Jan 05 17:52:03 PST 2021,Fri Jan 08 17:52:03 PST 2021,680,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_34,word_35,word_36,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3LBXNTKX0U7FW5HX75LWL74BQFH9X3,A3JHXEH79DJ83L,Submitted,Tue Jan 05 14:42:21 PST 2021,Tue Jan 05 15:02:01 PST 2021,Fri Jan 08 15:02:01 PST 2021,1180,100% (72/72),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_24,word_27,word_34,word_35,word_36,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3VHP9MDGRQW0UHXFJVP1HQ5CSVOFCZ,A3KK1BNF5H0N1Z,Submitted,Tue Jan 05 14:40:38 PST 2021,Tue Jan 05 14:42:41 PST 2021,Fri Jan 08 14:42:41 PST 2021,123,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_0,word_3,word_4,word_10,word_12,word_13,word_24,word_26,word_27",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3M1CVSFP63H9SRQQDX44NUJ2ZUCAQM,A3KROAV2O4QIA3,Submitted,Tue Jan 05 14:45:59 PST 2021,Tue Jan 05 14:52:13 PST 2021,Fri Jan 08 14:52:13 PST 2021,374,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_3,word_4,word_35,word_36,word_38,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3X08E93BHYUFV7V38B9U1K0P3BK667,A3L9K9DZI8LFM4,Submitted,Tue Jan 05 17:03:22 PST 2021,Tue Jan 05 17:09:39 PST 2021,Fri Jan 08 17:09:39 PST 2021,377,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .","It is love this HIT, it is simple and easy, however it needs analysis.","word_39,word_40,word_41,word_42,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
