Remove?,Updated topic,Updated label,topic,argument,label,tokenized_argument,new_id
,,,control,"Swagel argues that because these banks haven't jeopardized the financial system recently, they no longer pose any such threat. That is illogical. It is a form of post hoc ergo propter hoc reasoning. That JPMorganChase took months to determine the real amount of the Whale's losses proves it didn't have a handle on its own trading book. So not only did JPM not control its own traders, it was in the dark about what they were doing. And this was AFTER Dodd-Frank took effect. A bank with lax internal controls cannot overcome the weakness simply be getting so big that it can afford the resulting losses. Unless one assumes otherwise, there is still the risk that as a bank with lax internal controls grows, it's problems and risk to the system will grow correspondingly.",1,"Swagel argues that because these banks have n't jeopardized the financial system recently , they no longer pose any such threat . That is illogical . It is a form of post hoc ergo propter hoc reasoning . That JPMorganChase took months to determine the real amount of the Whale 's losses proves it did n't have a handle on its own trading book . So not only did JPM not control its own traders , it was in the dark about what they were doing . And this was AFTER Dodd - Frank took effect . A bank with lax internal controls can not overcome the weakness simply be getting so big that it can afford the resulting losses . Unless one assumes otherwise , there is still the risk that as a bank with lax internal controls grows , it 's problems and risk to the system will grow correspondingly .",7495
x,,,a problem,"America is the richest nation in the world, nearly twice as rich as we were on a per capita basis just 20 years ago. My resentment is with the hording of resources by a small number of Americans for their own benefit. The GOP supports local control, especially for schools, so the rich won't have to pay the taxes it costs to have a civilized society.",0,"America is the richest nation in the world , nearly twice as rich as we were on a per capita basis just 20 years ago . My resentment is with the hording of resources by a small number of Americans for their own benefit . The GOP supports local control , especially for schools , so the rich wo n't have to pay the taxes it costs to have a civilized society .",7500
x,,,their children,"I completely agree with the comments posted by Mike Melcher. Milner used this as an opportunity to push his upcoming book. Yes equality is a problem and has been a problem throughout human existence. He avoided the issue. All kids need to do homework. It is a simple way to see if your child is learning, if they sit down in front of an assignment and have no idea what to do, you as a parent need to be aware of that and help them learn. It's part of the job description, at least in my book. And if I can teach my kid more than someone else, well that's life. Someone will always have more and someone will always have less. I still need to do the best I can.",1,"I completely agree with the comments posted by Mike Melcher . Milner used this as an opportunity to push his upcoming book . Yes equality is a problem and has been a problem throughout human existence . He avoided the issue . All kids need to do homework . It is a simple way to see if your child is learning , if they sit down in front of an assignment and have no idea what to do , you as a parent need to be aware of that and help them learn . It 's part of the job description , at least in my book . And if I can teach my kid more than someone else , well that 's life . Someone will always have more and someone will always have less . I still need to do the best I can .",7560
,,,farm subsidies,Republicans are all about the free market. They weren't worried about national security when they were willing to let the auto industry go under. If they want to cut programs to fix the deficit they should lead by example and cut these farm subsidies. Let the free market deal with it.,0,Republicans are all about the free market . They were n't worried about national security when they were willing to let the auto industry go under . If they want to cut programs to fix the deficit they should lead by example and cut these farm subsidies . Let the free market deal with it .,7625
x,,,a problem,"Most places I personally have occasion to visit, I note Lations are doing most of the manual labor task. Our family recently built a large home in Austin. As we watched construction all craftsmen including those who constructed a large complicated swimming pool area where all Latino. Both the home in Austin and another in Palm beach Gardens Florida I note, all the garbage collection , yard maintainece, pool service, house cleaning, is all folks of Latino origin. I also understand while I haven't ever seen it, most of our frutis and vegtables are harvested by Lation's, as are our meat and poultry processing plants. What does this tell us? It tells me blacks and white people either wont work for these wages, or won't do that type work.",1,"Most places I personally have occasion to visit , I note Lations are doing most of the manual labor task . Our family recently built a large home in Austin . As we watched construction all craftsmen including those who constructed a large complicated swimming pool area where all Latino . Both the home in Austin and another in Palm beach Gardens Florida I note , all the garbage collection , yard maintainece , pool service , house cleaning , is all folks of Latino origin . I also understand while I have n't ever seen it , most of our frutis and vegtables are harvested by Lation 's , as are our meat and poultry processing plants . What does this tell us ? It tells me blacks and white people either wo nt work for these wages , or wo n't do that type work .",7653
,,,illegal labor,"The only way to attract Americans to work in the farms is to (1) pay the workers a decent wage; (2) make the job year-round, not just seasonal; (3) provide health insurance benefits; and (4) offer 401K opportunity. The prices of fruits and vegetable will go up. But as Professsor Philip Martin points out, the net cost to the consumers will be minimal. Society will benefit because more Americans will be taken off the unemployment roster and will be paying income tax.",0,"The only way to attract Americans to work in the farms is to ( 1 ) pay the workers a decent wage ; ( 2 ) make the job year - round , not just seasonal ; ( 3 ) provide health insurance benefits ; and ( 4 ) offer 401 K opportunity . The prices of fruits and vegetable will go up . But as Professsor Philip Martin points out , the net cost to the consumers will be minimal . Society will benefit because more Americans will be taken off the unemployment roster and will be paying income tax .",7667
,,,dual citizenship,"While it is true that the USA does not actively discourage dual citizenship, it does so by taxing its citizens who are making their lives abroad based on citizenship rather than country of permanent residence. Trust me, this is discouraging dual citizenship and encouraging people to take on another and drop their US citizenship. Many of you will say that this is the cost of membership!! It just happens that after living in several other countries, many of us realize that the USA is not a club we want to be part of. So yes, we give up our citizenship. Good riddance you might say? Fine, but who do you think is loosing the most, the skilled expat workers and professionals who make a conscious decision to abandon their citizenship and are in demand around the word or the US? As an aside, the USA is only one of two countries in the world to double tax its non-resident citizens... the other is Eretrya, a small country in the horn of Africa ruled by one of the most brutal dictatorships in the world.",0,"While it is true that the USA does not actively discourage dual citizenship , it does so by taxing its citizens who are making their lives abroad based on citizenship rather than country of permanent residence . Trust me , this is discouraging dual citizenship and encouraging people to take on another and drop their US citizenship . Many of you will say that this is the cost of membership ! ! It just happens that after living in several other countries , many of us realize that the USA is not a club we want to be part of . So yes , we give up our citizenship . Good riddance you might say ? Fine , but who do you think is loosing the most , the skilled expat workers and professionals who make a conscious decision to abandon their citizenship and are in demand around the word or the US ? As an aside , the USA is only one of two countries in the world to double tax its non - resident citizens ... the other is Eretrya , a small country in the horn of Africa ruled by one of the most brutal dictatorships in the world .",7676
,,,a palestinian state,"Such a move would not be in the interest of the sons and daughters of Haganah, Irgun and the Stern Gang. Nor in the interest of Mossad, Shin Bet, Israel Defense Force, Likud and the Israel Lobby including AIPAC. But it would be in the interest of 6 million Christian Muslim Arab Palestinians living under occupation, blockade/siege, exile and 2nd class citizenship beneath and beholden to 6.1 million Zionist Israeli Jews.",1,"Such a move would not be in the interest of the sons and daughters of Haganah , Irgun and the Stern Gang . Nor in the interest of Mossad , Shin Bet , Israel Defense Force , Likud and the Israel Lobby including AIPAC . But it would be in the interest of 6 million Christian Muslim Arab Palestinians living under occupation , blockade / siege , exile and 2nd class citizenship beneath and beholden to 6.1 million Zionist Israeli Jews .",7688
,,,school librarians,"I was a library aide in elementary school, for Mrs Archer, who treated both books and people with respect. I still have the dictionary she gave me at the end of sixth grade, when I moved up to junior high school, and another library. Mrs Archer and Mrs DeVoll, who ran the public library branch in my neighborhood, were both a huge part of my life as a child -- I am incredibly grateful to them and to all their colleagues, and am thrilled to have this chance to recognize them here, among their peers.",1,"I was a library aide in elementary school , for Mrs Archer , who treated both books and people with respect . I still have the dictionary she gave me at the end of sixth grade , when I moved up to junior high school , and another library . Mrs Archer and Mrs DeVoll , who ran the public library branch in my neighborhood , were both a huge part of my life as a child -- I am incredibly grateful to them and to all their colleagues , and am thrilled to have this chance to recognize them here , among their peers .",7692
,,,a tax break,What's next? Childless families get the tax break? Those whose children go to private schools get a tax break? Do we get the tax break when our children finish schoo? We ALL have a vested interest in a well educated population. We all have an obligation to contribute to the public school system.,0,What 's next ? Childless families get the tax break ? Those whose children go to private schools get a tax break ? Do we get the tax break when our children finish schoo ? We ALL have a vested interest in a well educated population . We all have an obligation to contribute to the public school system .,7707
,,,a tax break,"I disagree with the above comments and the article. First, the constitutional restraint argument is just ridiculous in the country we live in. Enumerated powers? We started trending away from that when the income tax was passed in what...1916 I think? If we actually practiced anything like constitutional restraint in other areas I would probably buy it but as things stand? No way. As to the childless not getting tax breaks for public schools they don't use because we are all contributing to the next generation... a good argument based on moral principles,but why get all holy all the sudden? The tax code is far from principled. We subsidize homeowners. I am not a homeowner. Not fair. And there is not even a moral argument for that massive tax break. Yet there it is. Why not give something new a chance? The only problem with homeschooling is that it is dominated by right-wing bible-thumpers. If more lefties jumped in the flavor of the whole thing could be changed. For the record I don't have kids and am not religious at all.",1,"I disagree with the above comments and the article . First , the constitutional restraint argument is just ridiculous in the country we live in . Enumerated powers ? We started trending away from that when the income tax was passed in what ... 1916 I think ? If we actually practiced anything like constitutional restraint in other areas I would probably buy it but as things stand ? No way . As to the childless not getting tax breaks for public schools they do n't use because we are all contributing to the next generation ... a good argument based on moral principles , but why get all holy all the sudden ? The tax code is far from principled . We subsidize homeowners . I am not a homeowner . Not fair . And there is not even a moral argument for that massive tax break . Yet there it is . Why not give something new a chance ? The only problem with homeschooling is that it is dominated by right - wing bible - thumpers . If more lefties jumped in the flavor of the whole thing could be changed . For the record I do n't have kids and am not religious at all .",7727
,,,your cat,"I've had cats since I was three years old, and I work in an animal shelter. I'm wondering what planet Dr. Hart is from. No, the vast majority of cats are not trainable in any way. And so what? If you worship your slipcovers, get a goldfish, and then reconsider what is important in life. If you're worried about your autistic child getting scratched -- and how many people does this apply to?? -- get a nice yellow lab. Then have a glass of wine. But do not mutilate an animal and leave it defenseless in order to allay your neurotic concerns.",1,"I 've had cats since I was three years old , and I work in an animal shelter . I 'm wondering what planet Dr. Hart is from . No , the vast majority of cats are not trainable in any way . And so what ? If you worship your slipcovers , get a goldfish , and then reconsider what is important in life . If you 're worried about your autistic child getting scratched -- and how many people does this apply to ? ? -- get a nice yellow lab . Then have a glass of wine . But do not mutilate an animal and leave it defenseless in order to allay your neurotic concerns .",7777
x,,,immigration,"America is the richest nation in the world, nearly twice as rich as we were on a per capita basis just 20 years ago. My resentment is with the hording of resources by a small number of Americans for their own benefit. The GOP supports local control, especially for schools, so the rich won't have to pay the taxes it costs to have a civilized society.",1,"America is the richest nation in the world , nearly twice as rich as we were on a per capita basis just 20 years ago . My resentment is with the hording of resources by a small number of Americans for their own benefit . The GOP supports local control , especially for schools , so the rich wo n't have to pay the taxes it costs to have a civilized society .",7784
,,,casinos,"The casino should replace the eagle as the new symbol of America. Wait, make that a casino with a really big army. Does anyone truly think that a business that is designed to churn money and skim some off the top has an social value in an economy that so recently created value by making things? Oh wait, I'm thinking of Wall Street. We're discussing casinos? Well, I guess we can say that casinos are a really fun way to pay stupidity taxes. Yes, that's it. As your money disappears you can, like a cat, watch shiny things go around in circles and bat at them. It's a testament to how far we've come that we're willing to call employing dealers and bouncers a boon to our economy. Yes, even in areas where moon-shining is still considered a career choice.",0,"The casino should replace the eagle as the new symbol of America . Wait , make that a casino with a really big army . Does anyone truly think that a business that is designed to churn money and skim some off the top has an social value in an economy that so recently created value by making things ? Oh wait , I 'm thinking of Wall Street . We 're discussing casinos ? Well , I guess we can say that casinos are a really fun way to pay stupidity taxes . Yes , that 's it . As your money disappears you can , like a cat , watch shiny things go around in circles and bat at them . It 's a testament to how far we 've come that we 're willing to call employing dealers and bouncers a boon to our economy . Yes , even in areas where moon - shining is still considered a career choice .",7796
,casinos,,a gamble,"The casino should replace the eagle as the new symbol of America. Wait, make that a casino with a really big army. Does anyone truly think that a business that is designed to churn money and skim some off the top has an social value in an economy that so recently created value by making things? Oh wait, I'm thinking of Wall Street. We're discussing casinos? Well, I guess we can say that casinos are a really fun way to pay stupidity taxes. Yes, that's it. As your money disappears you can, like a cat, watch shiny things go around in circles and bat at them. It's a testament to how far we've come that we're willing to call employing dealers and bouncers a boon to our economy. Yes, even in areas where moon-shining is still considered a career choice.",0,"The casino should replace the eagle as the new symbol of America . Wait , make that a casino with a really big army . Does anyone truly think that a business that is designed to churn money and skim some off the top has an social value in an economy that so recently created value by making things ? Oh wait , I 'm thinking of Wall Street . We 're discussing casinos ? Well , I guess we can say that casinos are a really fun way to pay stupidity taxes . Yes , that 's it . As your money disappears you can , like a cat , watch shiny things go around in circles and bat at them . It 's a testament to how far we 've come that we 're willing to call employing dealers and bouncers a boon to our economy . Yes , even in areas where moon - shining is still considered a career choice .",7799
,,,arms,"I agree with the comments that Taiwan is a democracy now, and that the US needs to side with democracy in Asia. China is by all accounts still very undemocratic and is fighting the tail end of a Civil War with the Chinese Nationalists with which Taiwan had very little to do, but Taiwan's future as a free and democratic nation is now being held hostage to that Civil War. The US needs to not only make the required defense articles available to Taiwan (this helps the US economy), but also retain its forward presence so it can come to the defense of Taiwan if push comes to shove. Another thing the US can do is to gr4adually move towards normalization of relations with Taiwan, and bring it into the international community as a full and equal member. In the 1950s and 1960s we made the mistake of isolating China. Now we are making the mistake of letting Taiwan dangle in diplomatic isolation. The people in Taiwan deserve better from us.",1,"I agree with the comments that Taiwan is a democracy now , and that the US needs to side with democracy in Asia . China is by all accounts still very undemocratic and is fighting the tail end of a Civil War with the Chinese Nationalists with which Taiwan had very little to do , but Taiwan 's future as a free and democratic nation is now being held hostage to that Civil War . The US needs to not only make the required defense articles available to Taiwan ( this helps the US economy ) , but also retain its forward presence so it can come to the defense of Taiwan if push comes to shove . Another thing the US can do is to gr4adually move towards normalization of relations with Taiwan , and bring it into the international community as a full and equal member . In the 1950s and 1960s we made the mistake of isolating China . Now we are making the mistake of letting Taiwan dangle in diplomatic isolation . The people in Taiwan deserve better from us .",7819
,,,farms,"Only Karina Gallardo mentioned automation. The importation of farm laborers will increase our population and only temporarily provide farm laborers. Hopefully, the children of the farm laborers will be educated and find better jobs. The use of imported farm laborers should only be considered a temporary solution. An alternative needs to be sought. This means that a significant amount of money must be allocated to the development of robots to do the picking. Robots have significant advantages over human including their willingness to do unpleasant jobs. They also may have better ability to detect the ripeness and quality of crops plants. Robots have the advantage of being able to sense light outside of the visible range and to be equipped with ultrasonic and other sensors. One potential benefit of a decrease in defense spending is that some very qualified members of the defense industry could be motivated to work on farm automation. Some medical imaging companies probably have relevant technology.",1,"Only Karina Gallardo mentioned automation . The importation of farm laborers will increase our population and only temporarily provide farm laborers . Hopefully , the children of the farm laborers will be educated and find better jobs . The use of imported farm laborers should only be considered a temporary solution . An alternative needs to be sought . This means that a significant amount of money must be allocated to the development of robots to do the picking . Robots have significant advantages over human including their willingness to do unpleasant jobs . They also may have better ability to detect the ripeness and quality of crops plants . Robots have the advantage of being able to sense light outside of the visible range and to be equipped with ultrasonic and other sensors . One potential benefit of a decrease in defense spending is that some very qualified members of the defense industry could be motivated to work on farm automation . Some medical imaging companies probably have relevant technology .",7828
,,,capital gains,"In spite of Republican whining, everybody needs Government. Somebody has got to pay, and it has to be the people who benefit from society, because there are no other sources. Bank interest is double taxed, and capital gains are and should be taxed. Contrary to the arguments that I see here, passive income is the most lethal of all to our social structure because it compounds wealth into the hands of a few lucky winners (sometimes just lucky enough to cheat), and deprives society, as a whole, of any chance to maintain a fair playing field for future generations. Capitalism is an amazing, but flawed human invention. Every once in a while capitalism and capitalists go awry. We are living in one of those times. We just need to fix that, and everything will be fine...........including the deficit.",0,"In spite of Republican whining , everybody needs Government . Somebody has got to pay , and it has to be the people who benefit from society , because there are no other sources . Bank interest is double taxed , and capital gains are and should be taxed . Contrary to the arguments that I see here , passive income is the most lethal of all to our social structure because it compounds wealth into the hands of a few lucky winners ( sometimes just lucky enough to cheat ) , and deprives society , as a whole , of any chance to maintain a fair playing field for future generations . Capitalism is an amazing , but flawed human invention . Every once in a while capitalism and capitalists go awry . We are living in one of those times . We just need to fix that , and everything will be fine ........... including the deficit .",7845
,,,prozac,"As a psychologist, I would like to point out that while there are certainly abuses with psychiatric drugs, I see the opposite in my practice. Almost of of my patients vehemently oppose the use of anti-depressants even when they are clearly indicated. I work with them in psychotherapy, but in many cases the results of the therapy (many forms of therapy, including evidenced based cogntive-behavioral, interpersonal, etc). are quite slow, limited, sometimes non-existent, and there is often relapse. In such cases, the ideal treatment is psychotherapy plus antidepressant. The meds help the patient use and retain skills learned in therapy. Both, not one or the other. Also, I usually refer to knowledgeable (and kind) psychiatrist, not general practitions who may not know these drugs very well. The problem is not antidepressants per se, its the improper consumer advertsising, further mis-prescription and monitoring of the drugs, and lack of referral for effective psychotherapy in conjunction with meds.",1,"As a psychologist , I would like to point out that while there are certainly abuses with psychiatric drugs , I see the opposite in my practice . Almost of of my patients vehemently oppose the use of anti - depressants even when they are clearly indicated . I work with them in psychotherapy , but in many cases the results of the therapy ( many forms of therapy , including evidenced based cogntive - behavioral , interpersonal , etc ) . are quite slow , limited , sometimes non - existent , and there is often relapse . In such cases , the ideal treatment is psychotherapy plus antidepressant . The meds help the patient use and retain skills learned in therapy . Both , not one or the other . Also , I usually refer to knowledgeable ( and kind ) psychiatrist , not general practitions who may not know these drugs very well . The problem is not antidepressants per se , its the improper consumer advertsising , further mis - prescription and monitoring of the drugs , and lack of referral for effective psychotherapy in conjunction with meds .",7874
,,,globalization,with regards to that first comment about putting grafitti on t-shirts. ugh. graffiti belongs to the streets. it's not supposed to be marketed and profited upon. it's like those jerks who throw in extras on skateboards into cereal commercials. corporations trying to tap into subcultures which they know nothing about.,0,with regards to that first comment about putting grafitti on t - shirts . ugh . graffiti belongs to the streets . it 's not supposed to be marketed and profited upon . it 's like those jerks who throw in extras on skateboards into cereal commercials . corporations trying to tap into subcultures which they know nothing about .,7903
x,,,new employees,"Nonsense. I have watched people leave MA in droves for overseas or CA to be free to work when non competes were threatened. Massachusetts loses far more (including its reputation for innovation) when these are invoked. NDAs work while enforcing non competes drives new business elsewhere. Most non competes do not protect ""trade secrets"" (very widely interpreted) but are both punitive and designed to abuse workers earnings. Often it is the best and the brightest who leave regardless. And let's throw out that ""underpaid for equal work women"" as a class are doubly damaged.",1,"Nonsense . I have watched people leave MA in droves for overseas or CA to be free to work when non competes were threatened . Massachusetts loses far more ( including its reputation for innovation ) when these are invoked . NDAs work while enforcing non competes drives new business elsewhere . Most non competes do not protect "" trade secrets "" ( very widely interpreted ) but are both punitive and designed to abuse workers earnings . Often it is the best and the brightest who leave regardless . And let 's throw out that "" underpaid for equal work women "" as a class are doubly damaged .",7923
,,,noncompete deals,"Nonsense. I have watched people leave MA in droves for overseas or CA to be free to work when non competes were threatened. Massachusetts loses far more (including its reputation for innovation) when these are invoked. NDAs work while enforcing non competes drives new business elsewhere. Most non competes do not protect ""trade secrets"" (very widely interpreted) but are both punitive and designed to abuse workers earnings. Often it is the best and the brightest who leave regardless. And let's throw out that ""underpaid for equal work women"" as a class are doubly damaged.",0,"Nonsense . I have watched people leave MA in droves for overseas or CA to be free to work when non competes were threatened . Massachusetts loses far more ( including its reputation for innovation ) when these are invoked . NDAs work while enforcing non competes drives new business elsewhere . Most non competes do not protect "" trade secrets "" ( very widely interpreted ) but are both punitive and designed to abuse workers earnings . Often it is the best and the brightest who leave regardless . And let 's throw out that "" underpaid for equal work women "" as a class are doubly damaged .",7928
,,,drilling,"Finding all the earth's hydrocarbons and burning them as fast as possible is not long range planning. Free energy collection technologies (solar, wind, tidal, hydro) are practical alternatives to the depletion of hydrocarbon resources. Leave them in place. Future generations will appreciate that they have something left to use for organic chemistry that we can't imagine yet.",0,"Finding all the earth 's hydrocarbons and burning them as fast as possible is not long range planning . Free energy collection technologies ( solar , wind , tidal , hydro ) are practical alternatives to the depletion of hydrocarbon resources . Leave them in place . Future generations will appreciate that they have something left to use for organic chemistry that we ca n't imagine yet .",7954
,,,beachfront homes,"When a hurricane hits and the beaches are damaged, it is the tax payer who pays to have the beaches restored. Why do beach house owners believe they can cut off access to a beach when it is the tax payers who pay to maintain it? If they refuse to allow access to the beach, and the local police departments ticket & tow cars parked on the street owned by out of towners using the beach, then the government should exercise eminent domain, kick the owners to the curb and raze the houses. The beach and the ocean belong to everyone, and everyone should have full and free access. FREE access. Don't get me started on towns that have the nerve to charge a fee to allow people the privilege of sticking their toes in the sand. That is absurd, too.",0,"When a hurricane hits and the beaches are damaged , it is the tax payer who pays to have the beaches restored . Why do beach house owners believe they can cut off access to a beach when it is the tax payers who pay to maintain it ? If they refuse to allow access to the beach , and the local police departments ticket & tow cars parked on the street owned by out of towners using the beach , then the government should exercise eminent domain , kick the owners to the curb and raze the houses . The beach and the ocean belong to everyone , and everyone should have full and free access . FREE access . Do n't get me started on towns that have the nerve to charge a fee to allow people the privilege of sticking their toes in the sand . That is absurd , too .",7958
,,,airline industry,"I would agree that fares dropped between the big hubs, but for us who live in the hinterlands and have to drive 2 hours to an airport which is served by a grand total of 2 airlines, not so much. Airfares on the two airlines are always within 10 dollars of each other. The airfare for a 45 minute flight to the hub is about the same as any flight from that hub to any other destination so the end result is flying costs twice as much than if you flew from a hub. The end result is the hub and spoke system results in lower fares where there is competition and a virtual oligopoly at the end of each spoke. Granted, it is not a monopoly which would cause scrutiny, but the airlines collusion acts like one. Add to that, most of the flying public knows what happens with a weather related problem at a hub. The ripple effects throughout the system impact much more than just one hub. Sorry, deregulation resulted in much higher fares and much worse service when weather intervenes.",0,"I would agree that fares dropped between the big hubs , but for us who live in the hinterlands and have to drive 2 hours to an airport which is served by a grand total of 2 airlines , not so much . Airfares on the two airlines are always within 10 dollars of each other . The airfare for a 45 minute flight to the hub is about the same as any flight from that hub to any other destination so the end result is flying costs twice as much than if you flew from a hub . The end result is the hub and spoke system results in lower fares where there is competition and a virtual oligopoly at the end of each spoke . Granted , it is not a monopoly which would cause scrutiny , but the airlines collusion acts like one . Add to that , most of the flying public knows what happens with a weather related problem at a hub . The ripple effects throughout the system impact much more than just one hub . Sorry , deregulation resulted in much higher fares and much worse service when weather intervenes .",8008
,,,immigration,"Immigration doesn't even enter the top 10 important issues facing this country. Crumbling infrastructure, a lousy medical system and public health, rampant inequality, the climate crisis - the list goes on and on. One of the reasons Bernie Sanders's campaign is exploding in popularity is that he's talking about the real issues facing America.",1,"Immigration does n't even enter the top 10 important issues facing this country . Crumbling infrastructure , a lousy medical system and public health , rampant inequality , the climate crisis - the list goes on and on . One of the reasons Bernie Sanders 's campaign is exploding in popularity is that he 's talking about the real issues facing America .",8014
,,,obamacare,"I can't help but wonder how many of these problems might have been fixed if the Republicans in Congress had made a legitimate effort to help fix them, rather than devoting all of their efforts to throwing up roadblocks and trying to defund it. It's really hard to build something when you have to deal with someone else trying to tear it down at the same time.",1,"I ca n't help but wonder how many of these problems might have been fixed if the Republicans in Congress had made a legitimate effort to help fix them , rather than devoting all of their efforts to throwing up roadblocks and trying to defund it . It 's really hard to build something when you have to deal with someone else trying to tear it down at the same time .",8017
,,,sports program in undergraduate schools,"Playing Varsity Lacrosse in college saved me. It was the very best thing I could have done. It kept me focused, gave me a great group of friends, challenged me both physically and mentally, taught me a lot about trust and teamwork and propelled me through school. It was an incredible outlet for my energy and competitive spirt. I still to this day, believe many of my personal and professional strengths were developed by playing sports. The NCAA, without a doubt, needs to change. There is far too much money spent around the NCAA and the culture at top levels can be nasty and unattractive. But that doesn't that mean that Varsity Sports should be cut from colleges and that Varsity athletes should be punished. The NCAA needs reform as a whole-- sports need to be taken off the peddle stool that they currently stand on. But the importance of sports for many shouldn't be forgotten-- it is just as important as the arts and academia. The debate shouldn't be if varsity sports should be cut-- but how to reform the NCAA so that all schools can keep varsity sports without spending so much money.",1,"Playing Varsity Lacrosse in college saved me . It was the very best thing I could have done . It kept me focused , gave me a great group of friends , challenged me both physically and mentally , taught me a lot about trust and teamwork and propelled me through school . It was an incredible outlet for my energy and competitive spirt . I still to this day , believe many of my personal and professional strengths were developed by playing sports . The NCAA , without a doubt , needs to change . There is far too much money spent around the NCAA and the culture at top levels can be nasty and unattractive . But that does n't that mean that Varsity Sports should be cut from colleges and that Varsity athletes should be punished . The NCAA needs reform as a whole-- sports need to be taken off the peddle stool that they currently stand on . But the importance of sports for many should n't be forgotten-- it is just as important as the arts and academia . The debate should n't be if varsity sports should be cut-- but how to reform the NCAA so that all schools can keep varsity sports without spending so much money .",8074
,,,extreme parenting,"I agree with comment #115. Raising children in a strict environment with limited play, relax time reduces their creativity and happiness in life. Take the Chinese vs American businesses an as example. Chinese are very hard working and good at making replicas for less, but Americans generally less hard working are better at creativity and invention, like technology. Our less structured culture supports innovation and successes like facebook, apple etc.",0,"I agree with comment # 115 . Raising children in a strict environment with limited play , relax time reduces their creativity and happiness in life . Take the Chinese vs American businesses an as example . Chinese are very hard working and good at making replicas for less , but Americans generally less hard working are better at creativity and invention , like technology . Our less structured culture supports innovation and successes like facebook , apple etc .",8118
,,,noncompete deals,"One thing about these 'noncompete agreements' (a nice term for 'legalised blackmail') is that they actually manage to put this country behind Russia - Czarist Russia, at that. After all, Alexander II did end serfdom back in 1861. With these ridiculous conditions still enforceable, we've yet to do so. Doesn't this make you proud to be an American?",0,"One thing about these ' noncompete agreements ' ( a nice term for ' legalised blackmail ' ) is that they actually manage to put this country behind Russia - Czarist Russia , at that . After all , Alexander II did end serfdom back in 1861 . With these ridiculous conditions still enforceable , we 've yet to do so . Does n't this make you proud to be an American ?",8139
,casinos,,a gamble,"The push for casinos demonstrates a lack of imagination and forethought of politicians. Casinos are not the wave of the future, they are regressive in every respect. Surely the state senator has a more creative, forward thinking solution to unemployment? Surely the state senator has more respect for his constituents, and will suggest something that elevates his district, bringing them sustainable development that relies on an educated and sophisticated populace, while protecting the cultural and natural resources of that area of NY. His suggestion that home prices will go up due to the introduction of casinos is absurd, and has not been substantiated in Atlantic City, Eastern Connecticut, or other areas with legalized gambling.",0,"The push for casinos demonstrates a lack of imagination and forethought of politicians . Casinos are not the wave of the future , they are regressive in every respect . Surely the state senator has a more creative , forward thinking solution to unemployment ? Surely the state senator has more respect for his constituents , and will suggest something that elevates his district , bringing them sustainable development that relies on an educated and sophisticated populace , while protecting the cultural and natural resources of that area of NY . His suggestion that home prices will go up due to the introduction of casinos is absurd , and has not been substantiated in Atlantic City , Eastern Connecticut , or other areas with legalized gambling .",8174
,,,home schoolers,What's next? Childless families get the tax break? Those whose children go to private schools get a tax break? Do we get the tax break when our children finish schoo? We ALL have a vested interest in a well educated population. We all have an obligation to contribute to the public school system.,0,What 's next ? Childless families get the tax break ? Those whose children go to private schools get a tax break ? Do we get the tax break when our children finish schoo ? We ALL have a vested interest in a well educated population . We all have an obligation to contribute to the public school system .,8233
x,,,public workers,"While I find Mr. Fenton's behavior appallingly violent and highly immoral, I also find the long reach of his employer's arm legally unsupportable. I wouldn't be surprised to see this man reinstated in the backlash. Being a democracy has always meant tolerating all manner of disrespectful and hateful language - as long as it remains language and not a specific call to violent action.",0,"While I find Mr. Fenton 's behavior appallingly violent and highly immoral , I also find the long reach of his employer 's arm legally unsupportable . I would n't be surprised to see this man reinstated in the backlash . Being a democracy has always meant tolerating all manner of disrespectful and hateful language - as long as it remains language and not a specific call to violent action .",8244
,teach for america,,tfa,"There is currently a glut of qualified teachers. Why are we taxpayers paying millions of dollars for TFA and, here in NYC, NYC Teaching Fellows, et al while other grad students like myself are struggling to get through paying our own way and facing more and more miserable job prospects?? Why should I (and laid off teachers) have to compete with govt-sponsored, less-qualified drones who are hand-picked for their willingness to follow blindly if not for the fact that they water down the labor force in a period when the government is trying to undercut and underfund US education?",0,"There is currently a glut of qualified teachers . Why are we taxpayers paying millions of dollars for TFA and , here in NYC , NYC Teaching Fellows , et al while other grad students like myself are struggling to get through paying our own way and facing more and more miserable job prospects ? ? Why should I ( and laid off teachers ) have to compete with govt - sponsored , less - qualified drones who are hand - picked for their willingness to follow blindly if not for the fact that they water down the labor force in a period when the government is trying to undercut and underfund US education ?",8293
