topic,argument,label,tokenized_argument,new_id
the bar,"Our son , already a member of the Florida Bar, was studying to take Massachusetts bar exam using materials from one of the more respected prep schools. I accepted his challenge to take the closed book exam and he was amazed when he graded my answer sheet and found that I scored with a high passing grade. Sure, I have an engineering degree and have spent many years in business and government but zero time in law school. My logic may be flawed, but I came away believing that law school is mostly a scheme to collect incredible amounts of money from students, their families and their futures to pay faculty members. This position is supported by practicing attorneys who want to create barriers and limit competition. The guild systems produced society's skilled craftsmen for centuries. Instead of the sterile halls of academe prospective lawyers should repair to the law offices of practicing attorneys. Abraham Lincoln never went to law schools. He simply read the law.",0,"Our son , already a member of the Florida Bar , was studying to take Massachusetts bar exam using materials from one of the more respected prep schools . I accepted his challenge to take the closed book exam and he was amazed when he graded my answer sheet and found that I scored with a high passing grade . Sure , I have an engineering degree and have spent many years in business and government but zero time in law school . My logic may be flawed , but I came away believing that law school is mostly a scheme to collect incredible amounts of money from students , their families and their futures to pay faculty members . This position is supported by practicing attorneys who want to create barriers and limit competition . The guild systems produced society 's skilled craftsmen for centuries . Instead of the sterile halls of academe prospective lawyers should repair to the law offices of practicing attorneys . Abraham Lincoln never went to law schools . He simply read the law .",5663
felons,"Roger Clegg claims victim blaming at its worst. The punishment for a crime has ended, but the lost of privilege that connects people in a democracy--voting--is denied by a self-righteous presumption that a person is worthless beyond the crime. His logic obliterates both law and justice. It fails to account for bias while reinforcing bias. It is the circular firing squad of the right wing, wrapped in the outrageous exaggeration of the broken logic of the right wing's appeals. It judges--without justice.",1,"Roger Clegg claims victim blaming at its worst . The punishment for a crime has ended , but the lost of privilege that connects people in a democracy -- voting -- is denied by a self - righteous presumption that a person is worthless beyond the crime . His logic obliterates both law and justice . It fails to account for bias while reinforcing bias . It is the circular firing squad of the right wing , wrapped in the outrageous exaggeration of the broken logic of the right wing 's appeals . It judges -- without justice .",5658
the status of teachers,"A retired teacher who observed, and often mentored, many Teach for America teachers, I whole-heartedly support Ms. Crocco's observations. In what other profession would it be assumed that minimal training, no matter how well-educated one happens to be, is sufficient to enter the field: law, medicine? The fact we not only allow it, but encourage such an approach in eduction to me says a great deal about how teaching is viewed in this country, that is, it is not truly a profession. One will never build a first-class educational system based on this widely held conviction. For further thoughts, I refer the reader to the book by Diane Ravitch (one of the best historians of American schools) The Death and Life of the Great American School system.",0,"A retired teacher who observed , and often mentored , many Teach for America teachers , I whole - heartedly support Ms. Crocco 's observations . In what other profession would it be assumed that minimal training , no matter how well - educated one happens to be , is sufficient to enter the field : law , medicine ? The fact we not only allow it , but encourage such an approach in eduction to me says a great deal about how teaching is viewed in this country , that is , it is not truly a profession . One will never build a first - class educational system based on this widely held conviction . For further thoughts , I refer the reader to the book by Diane Ravitch ( one of the best historians of American schools ) The Death and Life of the Great American School system .",5635
same-sex colleges,"I have a PhD in a physical science and received my undergraduate degree at a women's college as did most women of my generation with a degree in a physical science. My school actively promoted me going on to graduate school. 100% of the women my senior class in chemistry went on to graduate school. This is the legacy of a women's college. The women who went to co-ed institutions told stories of harassment in the classroom and labs and found it difficult to obtain letters of recommendation let alone counseling and active support. Men in my graduate school were given forms for grants and scholarships while women were told they were a lost cause as the expectation was that they would soon marry and drop out. I don't think times have changed that much as I'm still one of a handful of women in my field and I'm not seeing a younger generation of women participating. BTW, I went to Mt. Holyoke College.",1,"I have a PhD in a physical science and received my undergraduate degree at a women 's college as did most women of my generation with a degree in a physical science . My school actively promoted me going on to graduate school . 100 % of the women my senior class in chemistry went on to graduate school . This is the legacy of a women 's college . The women who went to co - ed institutions told stories of harassment in the classroom and labs and found it difficult to obtain letters of recommendation let alone counseling and active support . Men in my graduate school were given forms for grants and scholarships while women were told they were a lost cause as the expectation was that they would soon marry and drop out . I do n't think times have changed that much as I 'm still one of a handful of women in my field and I 'm not seeing a younger generation of women participating . BTW , I went to Mt. Holyoke College .",5603
a palestinian state,"Quite simply, the Palestinian authority needs to recognize Israel's right to exist as a Jewish state, and Hamas (if they're a participant) needs to disavow its commitment to the destruction of Israel and the Jews. Until that happens, it's hard to see how any rational, objective person could support Palestinian statehood.",0,"Quite simply , the Palestinian authority needs to recognize Israel 's right to exist as a Jewish state , and Hamas ( if they 're a participant ) needs to disavow its commitment to the destruction of Israel and the Jews . Until that happens , it 's hard to see how any rational , objective person could support Palestinian statehood .",5576
immigration,"I have to disagree with my colleague from Temple University, where I have taught in the business school for 37 years. The unemployment rate for African-Americans has been double the overall rate for many decades. It is and has been an outrage. But where is the evidence that it has anything to do with immigration? Jobs for Americans and adequately funded schools for Philadelphians are big problems, but what do they have to do with immigration. Rather all of these issues have to do with the outsourcing of American jobs by multinational companies and by the strangehold the anti-tax party has in our state legislatures and Congress.",1,"I have to disagree with my colleague from Temple University , where I have taught in the business school for 37 years . The unemployment rate for African - Americans has been double the overall rate for many decades . It is and has been an outrage . But where is the evidence that it has anything to do with immigration ? Jobs for Americans and adequately funded schools for Philadelphians are big problems , but what do they have to do with immigration . Rather all of these issues have to do with the outsourcing of American jobs by multinational companies and by the strangehold the anti - tax party has in our state legislatures and Congress .",5508
privatization,The same people pushing for privatization are the same ones who laid out the plans for Pinochet in Chile. Look what it did to their economy. The only way to fix the economy is eliminating NAFTA and bringing back Clinton era corporate taxes.,0,The same people pushing for privatization are the same ones who laid out the plans for Pinochet in Chile . Look what it did to their economy . The only way to fix the economy is eliminating NAFTA and bringing back Clinton era corporate taxes .,5405
charter schools,"What is most galling about the advocates and activists who insist on the right of the most disruptive kids to endanger their peers and compromise their education is the fact that they would never tolerate such behavior at the economically stratified schools where they send their own children. When was the last time a first-grader at a high-end Manhattan, Westchester, or Nassau private or public school picked up a chair over their head and threw it at a classmate, or told the teacher, using several of George Carlin's seven words, to perform an anatomically impossible act?",0,"What is most galling about the advocates and activists who insist on the right of the most disruptive kids to endanger their peers and compromise their education is the fact that they would never tolerate such behavior at the economically stratified schools where they send their own children . When was the last time a first - grader at a high - end Manhattan , Westchester , or Nassau private or public school picked up a chair over their head and threw it at a classmate , or told the teacher , using several of George Carlin 's seven words , to perform an anatomically impossible act ?",5397
public workers,RC is right. What if a public employee even publishes a comment supporting the right to burn the Koran on the New York Times website? Does that mean the government should fire him or her? This dangerous precedent will lead to the stifling of free expression and censorship throughout the country.,1,RC is right . What if a public employee even publishes a comment supporting the right to burn the Koran on the New York Times website ? Does that mean the government should fire him or her ? This dangerous precedent will lead to the stifling of free expression and censorship throughout the country .,5383
public preschool,"The problems with universal pre-school are the unstated objectives of the program. First, most people are sympathetic when children have parents who can't or won't care for them, but the objective of the program is to get women in the workforce - out of the home. This applies even when they can stay home or want to stay home. Secondly, the responsibility of child care and education belongs to the government, with parents assisting only. I would hate to see a society where all of our decisions belong to the government and parents and families have only a secondary role. A sad future that far too many people blindly accept and embrace.",0,"The problems with universal pre - school are the unstated objectives of the program . First , most people are sympathetic when children have parents who ca n't or wo n't care for them , but the objective of the program is to get women in the workforce - out of the home . This applies even when they can stay home or want to stay home . Secondly , the responsibility of child care and education belongs to the government , with parents assisting only . I would hate to see a society where all of our decisions belong to the government and parents and families have only a secondary role . A sad future that far too many people blindly accept and embrace .",5349
big banks,"The banks are in the business of using the US economy to make money. Usually this is good for both the banks and the rest of the economy, but sometimes the banks make it much more beneficial for them than for the economy. The best managed companies on the planet will be the ones that can extort the most from everybody else by getting rid of fair competition on a level playing field. Like a well-managed army, they are aggressive as well as efficient. The banks need to be managed so that they do not drown in their own bubbles, but also so they do not take over the rest of the economy.",0,"The banks are in the business of using the US economy to make money . Usually this is good for both the banks and the rest of the economy , but sometimes the banks make it much more beneficial for them than for the economy . The best managed companies on the planet will be the ones that can extort the most from everybody else by getting rid of fair competition on a level playing field . Like a well - managed army , they are aggressive as well as efficient . The banks need to be managed so that they do not drown in their own bubbles , but also so they do not take over the rest of the economy .",5333
vaccination,"My respect for doctors plummets still further with this ignorant, scientific clap trap. Before this doctor opens her mouth she should research not just parrot propaganda Question everything! herd immunity was coined after noticing the if around 65% of the population had had the illness then some population immunity was conferred Was never about vaccination - which is not immunisation btw Check how many of the outbreaks are in vaccinated children ( don't they work) and check the severity ( don;t they work at all?) There is further the danger of causing the disease to be far more severe as the natural immunity of the population disappears ( check what measles did in the South Pacific) And then there is the compromised immune systems due to the injected toxins under the guise of adjuvants You are told that vaccines don't cause SIDS and autism etc etd Well listed as side effects on the vaccine inserts! America has very poor child health and is the most vaccinated country on earth Down around 197 Now go and do some independent research and try to sort out your country",0,"My respect for doctors plummets still further with this ignorant , scientific clap trap . Before this doctor opens her mouth she should research not just parrot propaganda Question everything ! herd immunity was coined after noticing the if around 65 % of the population had had the illness then some population immunity was conferred Was never about vaccination - which is not immunisation btw Check how many of the outbreaks are in vaccinated children ( do n't they work ) and check the severity ( don;t they work at all ? ) There is further the danger of causing the disease to be far more severe as the natural immunity of the population disappears ( check what measles did in the South Pacific ) And then there is the compromised immune systems due to the injected toxins under the guise of adjuvants You are told that vaccines do n't cause SIDS and autism etc etd Well listed as side effects on the vaccine inserts ! America has very poor child health and is the most vaccinated country on earth Down around 197 Now go and do some independent research and try to sort out your country",5325
companies,"Thank goodness that this newspaper can showcase the ethical and economic agendas of such lobbying organizations. If we didn't see such nutty statements as Adams emits, we would be less alert to the clear danger of letting anarchist political interest ruin our country. Folks, there are sociopathic forces that would, for corporate interest cloaked in the word liberty, dismantle the American experiment. We have, and can, do much better.",0,"Thank goodness that this newspaper can showcase the ethical and economic agendas of such lobbying organizations . If we did n't see such nutty statements as Adams emits , we would be less alert to the clear danger of letting anarchist political interest ruin our country . Folks , there are sociopathic forces that would , for corporate interest cloaked in the word liberty , dismantle the American experiment . We have , and can , do much better .",5309
teach for america,"A retired teacher who observed, and often mentored, many Teach for America teachers, I whole-heartedly support Ms. Crocco's observations. In what other profession would it be assumed that minimal training, no matter how well-educated one happens to be, is sufficient to enter the field: law, medicine? The fact we not only allow it, but encourage such an approach in eduction to me says a great deal about how teaching is viewed in this country, that is, it is not truly a profession. One will never build a first-class educational system based on this widely held conviction. For further thoughts, I refer the reader to the book by Diane Ravitch (one of the best historians of American schools) The Death and Life of the Great American School system.",0,"A retired teacher who observed , and often mentored , many Teach for America teachers , I whole - heartedly support Ms. Crocco 's observations . In what other profession would it be assumed that minimal training , no matter how well - educated one happens to be , is sufficient to enter the field : law , medicine ? The fact we not only allow it , but encourage such an approach in eduction to me says a great deal about how teaching is viewed in this country , that is , it is not truly a profession . One will never build a first - class educational system based on this widely held conviction . For further thoughts , I refer the reader to the book by Diane Ravitch ( one of the best historians of American schools ) The Death and Life of the Great American School system .",5280
sports program in undergraduate schools,"The problem is wound up in a simple fact: Division I and probably most of Div II and a lot of Division III institutions serve as (unpaid and unacknowledged) minor league franchises in football and basketball. (That is not the case for baseball.) Academics are secondary. The answer to the dilemma is clear but unlikely: divorce the franchise and the academic operations. Athletes recruited (or volunteering) for either sport should not be expected to enroll for degrees or take classes. They may opt to do so, but must achieve and have access to certain kinds of academic support. Those athletes in either sport who opt not to enroll or who enroll but find they must drop out would be assured places as students for (pick a number of years), beyond the their collegiate playing days. Frankly, I'd prefer simply to force the NFL and the NBA to set up a separate minor league system, as MLB has for many decades. But, given alumni and other pressures, that is unlikely. So, admit the true nature of the relationship (of great advantage to NFL owners) and work around it, without compromising the academic enterprise.",0,"The problem is wound up in a simple fact : Division I and probably most of Div II and a lot of Division III institutions serve as ( unpaid and unacknowledged ) minor league franchises in football and basketball . ( That is not the case for baseball . ) Academics are secondary . The answer to the dilemma is clear but unlikely : divorce the franchise and the academic operations . Athletes recruited ( or volunteering ) for either sport should not be expected to enroll for degrees or take classes . They may opt to do so , but must achieve and have access to certain kinds of academic support . Those athletes in either sport who opt not to enroll or who enroll but find they must drop out would be assured places as students for ( pick a number of years ) , beyond the their collegiate playing days . Frankly , I 'd prefer simply to force the NFL and the NBA to set up a separate minor league system , as MLB has for many decades . But , given alumni and other pressures , that is unlikely . So , admit the true nature of the relationship ( of great advantage to NFL owners ) and work around it , without compromising the academic enterprise .",5262
a threat,"Yes, Iran is a threat. I do not believe, it even trusts itself. Why take so many years before doing what was asked of them? The nuclear question took too long to be answered. Why would Iran want nuclear weapons ? For whom? Defensive, offensive, that was the reason. It's a country with a religious dictatorship. Trouble for the region, and still, trouble for itself......",0,"Yes , Iran is a threat . I do not believe , it even trusts itself . Why take so many years before doing what was asked of them ? The nuclear question took too long to be answered . Why would Iran want nuclear weapons ? For whom ? Defensive , offensive , that was the reason . It 's a country with a religious dictatorship . Trouble for the region , and still , trouble for itself ......",5212
iran,"Yes, Iran is a threat. I do not believe, it even trusts itself. Why take so many years before doing what was asked of them? The nuclear question took too long to be answered. Why would Iran want nuclear weapons ? For whom? Defensive, offensive, that was the reason. It's a country with a religious dictatorship. Trouble for the region, and still, trouble for itself......",0,"Yes , Iran is a threat . I do not believe , it even trusts itself . Why take so many years before doing what was asked of them ? The nuclear question took too long to be answered . Why would Iran want nuclear weapons ? For whom ? Defensive , offensive , that was the reason . It 's a country with a religious dictatorship . Trouble for the region , and still , trouble for itself ......",5205
casinos,"When I was a student at Queens College and plans for the first State Lottery were announced, $360 million yearly was the magic number tossed about that would go towards education; many of us there supported the proposition. Prof. Marilyn Gittel posed a rhetorical question ...will the money be in addition to existing funds, or will those funds be reduced by the Lottery revenue? We know the answer to that one, and we also know that promised yields never seem to show up. This is deja vu all over again.",0,"When I was a student at Queens College and plans for the first State Lottery were announced , $ 360 million yearly was the magic number tossed about that would go towards education ; many of us there supported the proposition . Prof. Marilyn Gittel posed a rhetorical question ... will the money be in addition to existing funds , or will those funds be reduced by the Lottery revenue ? We know the answer to that one , and we also know that promised yields never seem to show up . This is deja vu all over again .",5165
farm subsidies,"Farm subsidies, along with many others, should have been cut off years ago. Farming is now a big business with many farms being large scale industrial enterprises and many farmers are now millionaires. Better to impose tariffs on foreign imports than continue to feed hogs with out tax dollars. As Harry Truman said, "" If you cant stand the heat get out of the kitchen.""",0,"Farm subsidies , along with many others , should have been cut off years ago . Farming is now a big business with many farms being large scale industrial enterprises and many farmers are now millionaires . Better to impose tariffs on foreign imports than continue to feed hogs with out tax dollars . As Harry Truman said , "" If you ca nt stand the heat get out of the kitchen . """,5101
former colonial powers,"To those who feel wronged by the colonial slave trade: How much money per victim would be enough to satisfy the majority of those who feel affected? Would people of mixed race be given only a percentage of reparations equivalent to their African heritage? Would DNA tests be required for everybody? If the reparations wouldn't be race-based, what records would be used by people to prove that their ancestors were enslaved? Would descendants of white Quakers or poor white people (who were on record in the censuses as being non-slave owners) be required to pay too? Would descendants of white people from the North who fought in the Civil War against slavery have to pay as much as descendants of people from the Confederate states? What about financial accountability from descendants of Africans who are on record in the census as being slave-holders, or descendants of the tribespeople that helped facilitate the slave trade in Africa?",0,"To those who feel wronged by the colonial slave trade : How much money per victim would be enough to satisfy the majority of those who feel affected ? Would people of mixed race be given only a percentage of reparations equivalent to their African heritage ? Would DNA tests be required for everybody ? If the reparations would n't be race - based , what records would be used by people to prove that their ancestors were enslaved ? Would descendants of white Quakers or poor white people ( who were on record in the censuses as being non - slave owners ) be required to pay too ? Would descendants of white people from the North who fought in the Civil War against slavery have to pay as much as descendants of people from the Confederate states ? What about financial accountability from descendants of Africans who are on record in the census as being slave - holders , or descendants of the tribespeople that helped facilitate the slave trade in Africa ?",5098
overcrowding,"Pearce wants to fix the overpopulation problem by, "" low-carbon energy, recycling of everything from metals to water and fixing the massive inefficiencies in food production."" This will not solve the problem, only temporarily and then exacerbate it. There is only so much hay in the pasture folks, you can stretch that hay out any way you like, but in the end, we must control human growth rates. When we have food, we will reproduce and that creates a host of other issues in the long run.",0,"Pearce wants to fix the overpopulation problem by , "" low - carbon energy , recycling of everything from metals to water and fixing the massive inefficiencies in food production . "" This will not solve the problem , only temporarily and then exacerbate it . There is only so much hay in the pasture folks , you can stretch that hay out any way you like , but in the end , we must control human growth rates . When we have food , we will reproduce and that creates a host of other issues in the long run .",4971
law school,"Our son , already a member of the Florida Bar, was studying to take Massachusetts bar exam using materials from one of the more respected prep schools. I accepted his challenge to take the closed book exam and he was amazed when he graded my answer sheet and found that I scored with a high passing grade. Sure, I have an engineering degree and have spent many years in business and government but zero time in law school. My logic may be flawed, but I came away believing that law school is mostly a scheme to collect incredible amounts of money from students, their families and their futures to pay faculty members. This position is supported by practicing attorneys who want to create barriers and limit competition. The guild systems produced society's skilled craftsmen for centuries. Instead of the sterile halls of academe prospective lawyers should repair to the law offices of practicing attorneys. Abraham Lincoln never went to law schools. He simply read the law.",0,"Our son , already a member of the Florida Bar , was studying to take Massachusetts bar exam using materials from one of the more respected prep schools . I accepted his challenge to take the closed book exam and he was amazed when he graded my answer sheet and found that I scored with a high passing grade . Sure , I have an engineering degree and have spent many years in business and government but zero time in law school . My logic may be flawed , but I came away believing that law school is mostly a scheme to collect incredible amounts of money from students , their families and their futures to pay faculty members . This position is supported by practicing attorneys who want to create barriers and limit competition . The guild systems produced society 's skilled craftsmen for centuries . Instead of the sterile halls of academe prospective lawyers should repair to the law offices of practicing attorneys . Abraham Lincoln never went to law schools . He simply read the law .",4968
social media,"I am a 20-year-old female college student who does not own a smart phone and does not wish to own one. I feel as though I am one of the few left of my age (and in general) who have not been sucked into the smartphone (mostly iphone) world. It can be very frustrating for me when my friends are constantly glued to their devices. I often find myself in social situations where everyone in the room are on their phones and I am left sitting, waiting for someone to come back into the real world in order to have a conversation or to decide on something to do other than stare at a screen. In this sense I agree that smartphones/facebook can be potentially damaging to relationships or at least to proper social conduct.",0,"I am a 20-year - old female college student who does not own a smart phone and does not wish to own one . I feel as though I am one of the few left of my age ( and in general ) who have not been sucked into the smartphone ( mostly iphone ) world . It can be very frustrating for me when my friends are constantly glued to their devices . I often find myself in social situations where everyone in the room are on their phones and I am left sitting , waiting for someone to come back into the real world in order to have a conversation or to decide on something to do other than stare at a screen . In this sense I agree that smartphones / facebook can be potentially damaging to relationships or at least to proper social conduct .",4953
companies,"""burdensome regulation in the wake of some new disclosure often amounts to locking the barn door after the cow has left."" Here's the key. The company left the door open and the cow left. You may think you're making an argument against regulation, but you're making the best argument there is for regulation before people start dying, and not waiting until the cow leaves..",0,""" burdensome regulation in the wake of some new disclosure often amounts to locking the barn door after the cow has left . "" Here 's the key . The company left the door open and the cow left . You may think you 're making an argument against regulation , but you 're making the best argument there is for regulation before people start dying , and not waiting until the cow leaves ..",4844
high school teams,"I think not. They and their parents make the decision not to be a part of the classroom experience. Those reasons do not disappear after class. Team sports is just that, being a part of the team. That means being in the Class Room, in the school activities. Showing up for practice and the games is only a small part of being a team player.",1,"I think not . They and their parents make the decision not to be a part of the classroom experience . Those reasons do not disappear after class . Team sports is just that , being a part of the team . That means being in the Class Room , in the school activities . Showing up for practice and the games is only a small part of being a team player .",4809
companies,"Regulation of corporations has been subverted by corporations. States that incorporate corporations are not equipped to regulate corporations that are rich enough to influence elections, are rich enough to muster a legal team that can bankrupt the state. Money from corporations and their principals cannot be permitted in the political process if democracy is to survive.",0,"Regulation of corporations has been subverted by corporations . States that incorporate corporations are not equipped to regulate corporations that are rich enough to influence elections , are rich enough to muster a legal team that can bankrupt the state . Money from corporations and their principals can not be permitted in the political process if democracy is to survive .",4650
a gateway drug,"Wow, the war on drugs. People were smoking marijuana for ten thousand years before it was outlawed here in the 1930s. Why was it outlawed? Short answer to a complex question: Randolph Hearst owned timber he wanted to sell for newspaper pulp, his main competitor? Hemp, or marijuana, so he funded and campaign for its end as a legal product in the US. We see how the drug war has ended. Your reasoning could be applied to breast milk, most people had some, and some of them became addicts. In my view addiction is simply in a person's chemistry and some are susceptible, most people are not. As you can tell, I disagree entirely with your thesis, although I like alcohol myself. us army 1969-1971/california jd",0,"Wow , the war on drugs . People were smoking marijuana for ten thousand years before it was outlawed here in the 1930s . Why was it outlawed ? Short answer to a complex question : Randolph Hearst owned timber he wanted to sell for newspaper pulp , his main competitor ? Hemp , or marijuana , so he funded and campaign for its end as a legal product in the US . We see how the drug war has ended . Your reasoning could be applied to breast milk , most people had some , and some of them became addicts . In my view addiction is simply in a person 's chemistry and some are susceptible , most people are not . As you can tell , I disagree entirely with your thesis , although I like alcohol myself . us army 1969 - 1971 / california jd",4645
israel,"Our strength is in our relationship with Israel. We stand true to OUR values. We are right because Israel is right and a true friend doesn't bend with the conventional will but stands loyal in the face of intense pressure. Israel is and always will be a democracy , seeking peace in a part of the world where terror, brutal dictators and repression and distortion are a way of life. . Name one arab country where a woman could lead it's government, name one arab country with a free press and name one country that doesn't have at least one major arty dominated by a well known terrorist group...As an American I wear my loyalty to our democratic ally with pride.",1,"Our strength is in our relationship with Israel . We stand true to OUR values . We are right because Israel is right and a true friend does n't bend with the conventional will but stands loyal in the face of intense pressure . Israel is and always will be a democracy , seeking peace in a part of the world where terror , brutal dictators and repression and distortion are a way of life . . Name one arab country where a woman could lead it 's government , name one arab country with a free press and name one country that does n't have at least one major arty dominated by a well known terrorist group ... As an American I wear my loyalty to our democratic ally with pride .",4627
new employees,"My first job out of grad school did involve signing a non-compete clause, but it included a provision that the company would continue to pay me for the duration of the non-compete period if the clause was preventing me from getting a new job. This seemed acceptable to me at the time, and when I left I changed fields entirely so it didn't actually matter.",1,"My first job out of grad school did involve signing a non - compete clause , but it included a provision that the company would continue to pay me for the duration of the non - compete period if the clause was preventing me from getting a new job . This seemed acceptable to me at the time , and when I left I changed fields entirely so it did n't actually matter .",4580
affirmative action,"Yes, let's make college admissions (and even private K- 12 school please) based more on socioeconomics than race. In Silicon Valley, there are many non-Caucasian children of multimillionaires, who live in $3 to $15 million houses, receive as much tutoring and college counseling help as they need, attend expensive summer camps/programs, and travel the world before they are 18 years old. They don't need preferences when it comes to school and college admissions.",0,"Yes , let 's make college admissions ( and even private K- 12 school please ) based more on socioeconomics than race . In Silicon Valley , there are many non - Caucasian children of multimillionaires , who live in $ 3 to $ 15 million houses , receive as much tutoring and college counseling help as they need , attend expensive summer camps / programs , and travel the world before they are 18 years old . They do n't need preferences when it comes to school and college admissions .",4571
electric cars,"To comment #1 above: This is only a short term cost differential (2-5 years) until the manufacturing ramps up. The Toyota Prius was also ridiculed for it's inability to be profitable when it first came out. Now it is the only car that Toyota dealers will not offer any incentive on. There will be leaders who will pay too much for electric cars of this type (remember the 15,000 LCD screens), but in a short period of time the prices will make our addiction to gas go away.",1,"To comment # 1 above : This is only a short term cost differential ( 2 - 5 years ) until the manufacturing ramps up . The Toyota Prius was also ridiculed for it 's inability to be profitable when it first came out . Now it is the only car that Toyota dealers will not offer any incentive on . There will be leaders who will pay too much for electric cars of this type ( remember the 15,000 LCD screens ) , but in a short period of time the prices will make our addiction to gas go away .",4541
street style,with regards to that first comment about putting grafitti on t-shirts. ugh. graffiti belongs to the streets. it's not supposed to be marketed and profited upon. it's like those jerks who throw in extras on skateboards into cereal commercials. corporations trying to tap into subcultures which they know nothing about.,1,with regards to that first comment about putting grafitti on t - shirts . ugh . graffiti belongs to the streets . it 's not supposed to be marketed and profited upon . it 's like those jerks who throw in extras on skateboards into cereal commercials . corporations trying to tap into subcultures which they know nothing about .,4476
home schoolers,The era when there were no public schools was not a good socio-economic time in the life of our nation. Anything which weakens public schools and their funding will result in the most vulnerable youth of America being left out of the chance to get an education.,0,The era when there were no public schools was not a good socio - economic time in the life of our nation . Anything which weakens public schools and their funding will result in the most vulnerable youth of America being left out of the chance to get an education .,4456
foreign language classes,"I have a Ph.D. in Chemical Engineering. According to other comments on this article, I have no use for a foreign language - yet I'm fluent in two and can get by in two more. It's enabled me to work easily with multinational contractors, to better understand supply chains and logistics in Europe because I had to LISTEN more closely when it wasn't presented in English, to be perceived as a good representative of the US - not as someone who insists on English only and someone who pretends that speaking English LOUDER suddenly makes it comprehensible to non-English speakers. Even if a person never achieves fluency, the ability to try to reach across the language gap is invauable as a life skill. I use it quite by accident/coincidence every time I visit New York.",1,"I have a Ph.D. in Chemical Engineering . According to other comments on this article , I have no use for a foreign language - yet I 'm fluent in two and can get by in two more . It 's enabled me to work easily with multinational contractors , to better understand supply chains and logistics in Europe because I had to LISTEN more closely when it was n't presented in English , to be perceived as a good representative of the US - not as someone who insists on English only and someone who pretends that speaking English LOUDER suddenly makes it comprehensible to non - English speakers . Even if a person never achieves fluency , the ability to try to reach across the language gap is invauable as a life skill . I use it quite by accident / coincidence every time I visit New York .",4437
wal-mart,"Asking a question about Wal Marts morality is offensive. The only thing that concerns them is the fast buck, and they have the money and power to make every devious argument in their favor. When they with the aid of hired politicians drive all competition to complete impotence, their utter disregard for the general welfare will cost us dearly.",0,"Asking a question about Wal Marts morality is offensive . The only thing that concerns them is the fast buck , and they have the money and power to make every devious argument in their favor . When they with the aid of hired politicians drive all competition to complete impotence , their utter disregard for the general welfare will cost us dearly .",4429
jerusalem,"The basic argument against moving the embassy to Israel's capital, where it obviously belongs, is that Arabs will react violently. This is a case of the tail wagging the dog. When we pander to threats of violence, in the long run we get more violence. The United States is the most powerful country in the world and used to be a moral force. It should do the right thing.",1,"The basic argument against moving the embassy to Israel 's capital , where it obviously belongs , is that Arabs will react violently . This is a case of the tail wagging the dog . When we pander to threats of violence , in the long run we get more violence . The United States is the most powerful country in the world and used to be a moral force . It should do the right thing .",4382
your cat,I believe that declawing cats is animal abuse. Claws are a cats first line of defense and without their claws they are defenseless. I wish they would make this illegal everywhere. It is selfish for owners to do this. I have two cats who came to me already declawed and I worry that if I did not take them in they would be stray outside cats and probably would not survive. Also one of my cats loves sitting outside in the flower pot and would love to be outside more to explore and fully experience cat behaviors if she had her claws. It is also incredibly painful for the animal and even today just touching my declawed cats front paws makes her wince. If furniture is such a priority maybe you shouldn't have pets or keep them in a different area of your home. Declawing cats fingernails in my mind is equal to removing our feet and hands. If we didn't have our feet or hands we would be defenseless.,1,I believe that declawing cats is animal abuse . Claws are a cats first line of defense and without their claws they are defenseless . I wish they would make this illegal everywhere . It is selfish for owners to do this . I have two cats who came to me already declawed and I worry that if I did not take them in they would be stray outside cats and probably would not survive . Also one of my cats loves sitting outside in the flower pot and would love to be outside more to explore and fully experience cat behaviors if she had her claws . It is also incredibly painful for the animal and even today just touching my declawed cats front paws makes her wince . If furniture is such a priority maybe you should n't have pets or keep them in a different area of your home . Declawing cats fingernails in my mind is equal to removing our feet and hands . If we did n't have our feet or hands we would be defenseless .,4369
felons,"I'm disgusted that this is even a question. Of course ANYONE who is a citizen has the right to vote! It is just sickening that partisan jerks from the GOP care more about gaining power so they can personally profit than they are about Democracy. Next, you fools will say you can only vote if you have a job, or own a house.",1,"I 'm disgusted that this is even a question . Of course ANYONE who is a citizen has the right to vote ! It is just sickening that partisan jerks from the GOP care more about gaining power so they can personally profit than they are about Democracy . Next , you fools will say you can only vote if you have a job , or own a house .",4356
electric cars,addition from my last post..find it funny all the people against electric..also all the phony reasons not to go electric..the cost of purchasing and current design NO...only because I KNOW it can be done better. cheaper and use house current..THINK people..all in all who are the looser's with electric.. who is to gain with PLUG stations...who is driving the design--to lock us in..,1,addition from my last post .. find it funny all the people against electric .. also all the phony reasons not to go electric .. the cost of purchasing and current design NO ... only because I KNOW it can be done better . cheaper and use house current .. THINK people .. all in all who are the looser 's with electric .. who is to gain with PLUG stations ... who is driving the design -- to lock us in ..,4301
