topic,argument,label,tokenized_argument,new_id
in-state students,"Ask how many schools are importing foreign students...... Yes, getting international students is nice, promotes American values, brings money into the country, etc. etc., but let's ask a nasty question: if an applicant is coming from abroad and will pay full freight for whatever tuition bill the university hands him, what incentive does any school (state, private, whatever) have to create financially livable conditions for students and provide financial help to American kids to avoid a debt-filled future? We have not had enough of a debate on this question.",1,"Ask how many schools are importing foreign students ...... Yes , getting international students is nice , promotes American values , brings money into the country , etc . etc . , but let 's ask a nasty question : if an applicant is coming from abroad and will pay full freight for whatever tuition bill the university hands him , what incentive does any school ( state , private , whatever ) have to create financially livable conditions for students and provide financial help to American kids to avoid a debt - filled future ? We have not had enough of a debate on this question .",17962
privatization,The same people pushing for privatization are the same ones who laid out the plans for Pinochet in Chile. Look what it did to their economy. The only way to fix the economy is eliminating NAFTA and bringing back Clinton era corporate taxes.,0,The same people pushing for privatization are the same ones who laid out the plans for Pinochet in Chile . Look what it did to their economy . The only way to fix the economy is eliminating NAFTA and bringing back Clinton era corporate taxes .,5405
a bad deal for cities and states,The same people pushing for privatization are the same ones who laid out the plans for Pinochet in Chile. Look what it did to their economy. The only way to fix the economy is eliminating NAFTA and bringing back Clinton era corporate taxes.,0,The same people pushing for privatization are the same ones who laid out the plans for Pinochet in Chile . Look what it did to their economy . The only way to fix the economy is eliminating NAFTA and bringing back Clinton era corporate taxes .,15369
affirmative actions,"Family wealth or lack of it is not a valid indicator of capability for college level academic study and is inappropriate, as is family or personal income, for use by a college or university in deciding whether to offer an applicant admission. Both are appropriate in deciding whether to assist a successful applicant financial assistance. The two decisions are not logically related, and attempting to combine them is certain to lead to poor results.",1,"Family wealth or lack of it is not a valid indicator of capability for college level academic study and is inappropriate , as is family or personal income , for use by a college or university in deciding whether to offer an applicant admission . Both are appropriate in deciding whether to assist a successful applicant financial assistance . The two decisions are not logically related , and attempting to combine them is certain to lead to poor results .",920
income,"Family wealth or lack of it is not a valid indicator of capability for college level academic study and is inappropriate, as is family or personal income, for use by a college or university in deciding whether to offer an applicant admission. Both are appropriate in deciding whether to assist a successful applicant financial assistance. The two decisions are not logically related, and attempting to combine them is certain to lead to poor results.",0,"Family wealth or lack of it is not a valid indicator of capability for college level academic study and is inappropriate , as is family or personal income , for use by a college or university in deciding whether to offer an applicant admission . Both are appropriate in deciding whether to assist a successful applicant financial assistance . The two decisions are not logically related , and attempting to combine them is certain to lead to poor results .",978
electric cars,"The author is a bit behind. China Based, NASDAQ Kandi Technologies (KNDI) already has over 3000 Mini-EV's on US Roads. Over a thousand sold last quarter alone. They are eligible for the 10% tax credit. Before the tax credit, the convertible has an MSRP of 10,000 and the air conditioned hard top is $12,000.",1,"The author is a bit behind . China Based , NASDAQ Kandi Technologies ( KNDI ) already has over 3000 Mini - EV 's on US Roads . Over a thousand sold last quarter alone . They are eligible for the 10 % tax credit . Before the tax credit , the convertible has an MSRP of 10,000 and the air conditioned hard top is $ 12,000 .",15835
people,"Political correctness, loweracceptance standards to ensure minority hiring, lowered standards for teachers and students, inability to read at one's chronological age, having to teach to the lowest achiever in the class, and a gov't that pays people when they can't get (or won't) jobs, all lead us down the path of ignorance. For many people, there is no incentive to learn anything other than what they have to.",0,"Political correctness , loweracceptance standards to ensure minority hiring , lowered standards for teachers and students , inability to read at one 's chronological age , having to teach to the lowest achiever in the class , and a gov't that pays people when they ca n't get ( or wo n't ) jobs , all lead us down the path of ignorance . For many people , there is no incentive to learn anything other than what they have to .",12229
research papers,"""Are research papers a waste of time?"" Absolutely not! The internet may give students and scholars easy access to sources, but many of these sources are flawed or unreliable in some way. Now more than ever, students need to know how to sift through information to find reliable sources and well-constructed arguments. Writing a research paper is still the best way to do this. Select a paper topic that you find interesting or important. Read and evaluate 10-15 reputable sources related to your topic, and then build an argument that engages with and contributes to this existing research. This might not be the most exciting assignment in the world (depends on the topic, I suppose) but it teaches skills that every college graduate should have. Really, every high school graduate ought to have this training as well. But let's not ask for the moon!",1,""" Are research papers a waste of time ? "" Absolutely not ! The internet may give students and scholars easy access to sources , but many of these sources are flawed or unreliable in some way . Now more than ever , students need to know how to sift through information to find reliable sources and well - constructed arguments . Writing a research paper is still the best way to do this . Select a paper topic that you find interesting or important . Read and evaluate 10 - 15 reputable sources related to your topic , and then build an argument that engages with and contributes to this existing research . This might not be the most exciting assignment in the world ( depends on the topic , I suppose ) but it teaches skills that every college graduate should have . Really , every high school graduate ought to have this training as well . But let 's not ask for the moon !",359
a useful excercise for college students,"""Are research papers a waste of time?"" Absolutely not! The internet may give students and scholars easy access to sources, but many of these sources are flawed or unreliable in some way. Now more than ever, students need to know how to sift through information to find reliable sources and well-constructed arguments. Writing a research paper is still the best way to do this. Select a paper topic that you find interesting or important. Read and evaluate 10-15 reputable sources related to your topic, and then build an argument that engages with and contributes to this existing research. This might not be the most exciting assignment in the world (depends on the topic, I suppose) but it teaches skills that every college graduate should have. Really, every high school graduate ought to have this training as well. But let's not ask for the moon!",1,""" Are research papers a waste of time ? "" Absolutely not ! The internet may give students and scholars easy access to sources , but many of these sources are flawed or unreliable in some way . Now more than ever , students need to know how to sift through information to find reliable sources and well - constructed arguments . Writing a research paper is still the best way to do this . Select a paper topic that you find interesting or important . Read and evaluate 10 - 15 reputable sources related to your topic , and then build an argument that engages with and contributes to this existing research . This might not be the most exciting assignment in the world ( depends on the topic , I suppose ) but it teaches skills that every college graduate should have . Really , every high school graduate ought to have this training as well . But let 's not ask for the moon !",1295
a tax break,"I disagree with the above comments and the article. First, the constitutional restraint argument is just ridiculous in the country we live in. Enumerated powers? We started trending away from that when the income tax was passed in what...1916 I think? If we actually practiced anything like constitutional restraint in other areas I would probably buy it but as things stand? No way. As to the childless not getting tax breaks for public schools they don't use because we are all contributing to the next generation... a good argument based on moral principles,but why get all holy all the sudden? The tax code is far from principled. We subsidize homeowners. I am not a homeowner. Not fair. And there is not even a moral argument for that massive tax break. Yet there it is. Why not give something new a chance? The only problem with homeschooling is that it is dominated by right-wing bible-thumpers. If more lefties jumped in the flavor of the whole thing could be changed. For the record I don't have kids and am not religious at all.",1,"I disagree with the above comments and the article . First , the constitutional restraint argument is just ridiculous in the country we live in . Enumerated powers ? We started trending away from that when the income tax was passed in what ... 1916 I think ? If we actually practiced anything like constitutional restraint in other areas I would probably buy it but as things stand ? No way . As to the childless not getting tax breaks for public schools they do n't use because we are all contributing to the next generation ... a good argument based on moral principles , but why get all holy all the sudden ? The tax code is far from principled . We subsidize homeowners . I am not a homeowner . Not fair . And there is not even a moral argument for that massive tax break . Yet there it is . Why not give something new a chance ? The only problem with homeschooling is that it is dominated by right - wing bible - thumpers . If more lefties jumped in the flavor of the whole thing could be changed . For the record I do n't have kids and am not religious at all .",7727
home schoolers,"I disagree with the above comments and the article. First, the constitutional restraint argument is just ridiculous in the country we live in. Enumerated powers? We started trending away from that when the income tax was passed in what...1916 I think? If we actually practiced anything like constitutional restraint in other areas I would probably buy it but as things stand? No way. As to the childless not getting tax breaks for public schools they don't use because we are all contributing to the next generation... a good argument based on moral principles,but why get all holy all the sudden? The tax code is far from principled. We subsidize homeowners. I am not a homeowner. Not fair. And there is not even a moral argument for that massive tax break. Yet there it is. Why not give something new a chance? The only problem with homeschooling is that it is dominated by right-wing bible-thumpers. If more lefties jumped in the flavor of the whole thing could be changed. For the record I don't have kids and am not religious at all.",1,"I disagree with the above comments and the article . First , the constitutional restraint argument is just ridiculous in the country we live in . Enumerated powers ? We started trending away from that when the income tax was passed in what ... 1916 I think ? If we actually practiced anything like constitutional restraint in other areas I would probably buy it but as things stand ? No way . As to the childless not getting tax breaks for public schools they do n't use because we are all contributing to the next generation ... a good argument based on moral principles , but why get all holy all the sudden ? The tax code is far from principled . We subsidize homeowners . I am not a homeowner . Not fair . And there is not even a moral argument for that massive tax break . Yet there it is . Why not give something new a chance ? The only problem with homeschooling is that it is dominated by right - wing bible - thumpers . If more lefties jumped in the flavor of the whole thing could be changed . For the record I do n't have kids and am not religious at all .",17673
wal-mart,"Asking a question about Wal Marts morality is offensive. The only thing that concerns them is the fast buck, and they have the money and power to make every devious argument in their favor. When they with the aid of hired politicians drive all competition to complete impotence, their utter disregard for the general welfare will cost us dearly.",0,"Asking a question about Wal Marts morality is offensive . The only thing that concerns them is the fast buck , and they have the money and power to make every devious argument in their favor . When they with the aid of hired politicians drive all competition to complete impotence , their utter disregard for the general welfare will cost us dearly .",4429
prostituion,"We've seen how a wild west approach with no laws works - abused children and adults get exploited. At least with a legal system there are some checks and balances to protect the workers, satisfy demand, and ensure a safe work environment for adults. With a legal path, there's an incentive to play by the rules. Those who continue to operate outside of the laws - the traffickers and child abusers - have less cover from the laws and those who enforce them.",0,"We 've seen how a wild west approach with no laws works - abused children and adults get exploited . At least with a legal system there are some checks and balances to protect the workers , satisfy demand , and ensure a safe work environment for adults . With a legal path , there 's an incentive to play by the rules . Those who continue to operate outside of the laws - the traffickers and child abusers - have less cover from the laws and those who enforce them .",11417
motherhood,"I have been successful at both obtaining tenure, academic prestige and children (late, admittedly). The advice I might offer aspiring young women is to find a younger man who is not particularly ambitious or career-focused and who loves kids and homelife. If you find such a man you can reap the same career benefits as your male colleagues who might marry a marriage-minded younger woman. If you want to be successful it is best to pass over the highly decorated, high maintenance males, unless you have decided that kids are not wanted. I also think success and power are attractive to both men and women and that a high status female can find younger partners relatively easily.",1,"I have been successful at both obtaining tenure , academic prestige and children ( late , admittedly ) . The advice I might offer aspiring young women is to find a younger man who is not particularly ambitious or career - focused and who loves kids and homelife . If you find such a man you can reap the same career benefits as your male colleagues who might marry a marriage - minded younger woman . If you want to be successful it is best to pass over the highly decorated , high maintenance males , unless you have decided that kids are not wanted . I also think success and power are attractive to both men and women and that a high status female can find younger partners relatively easily .",12097
women,"I have been successful at both obtaining tenure, academic prestige and children (late, admittedly). The advice I might offer aspiring young women is to find a younger man who is not particularly ambitious or career-focused and who loves kids and homelife. If you find such a man you can reap the same career benefits as your male colleagues who might marry a marriage-minded younger woman. If you want to be successful it is best to pass over the highly decorated, high maintenance males, unless you have decided that kids are not wanted. I also think success and power are attractive to both men and women and that a high status female can find younger partners relatively easily.",1,"I have been successful at both obtaining tenure , academic prestige and children ( late , admittedly ) . The advice I might offer aspiring young women is to find a younger man who is not particularly ambitious or career - focused and who loves kids and homelife . If you find such a man you can reap the same career benefits as your male colleagues who might marry a marriage - minded younger woman . If you want to be successful it is best to pass over the highly decorated , high maintenance males , unless you have decided that kids are not wanted . I also think success and power are attractive to both men and women and that a high status female can find younger partners relatively easily .",12209
illegal labor,"Aren't these the same farmers that jump up and down screaming about illegal immigration when the kids want to go to school? The ones that accept huge subsidies from the federal government? My guess is that the ones who are really upset are the large Agribusinesses that use hundreds of illegal laborers at a time. Many small farmers are succeeding with high quality locally raised crops. Here in central Massachusetts, where growing is a real challenge, the small farms are doing very well. Locally raised produce that doesn't need to be transported and stored at tremendous cost is inherently cheaper and better. In the past many solutions to the problem have been proposed, including permits to work temporarily in the US. All defeated. I think some people just like cheap labor and no accountability. Not to worry, though, the migrants are no longer flowing to the US and there are millions of unemployed Americans, so it will work itself out to the benefit of the farmers if we just keep destroying the economy.",0,"Are n't these the same farmers that jump up and down screaming about illegal immigration when the kids want to go to school ? The ones that accept huge subsidies from the federal government ? My guess is that the ones who are really upset are the large Agribusinesses that use hundreds of illegal laborers at a time . Many small farmers are succeeding with high quality locally raised crops . Here in central Massachusetts , where growing is a real challenge , the small farms are doing very well . Locally raised produce that does n't need to be transported and stored at tremendous cost is inherently cheaper and better . In the past many solutions to the problem have been proposed , including permits to work temporarily in the US . All defeated . I think some people just like cheap labor and no accountability . Not to worry , though , the migrants are no longer flowing to the US and there are millions of unemployed Americans , so it will work itself out to the benefit of the farmers if we just keep destroying the economy .",11672
farms,"Aren't these the same farmers that jump up and down screaming about illegal immigration when the kids want to go to school? The ones that accept huge subsidies from the federal government? My guess is that the ones who are really upset are the large Agribusinesses that use hundreds of illegal laborers at a time. Many small farmers are succeeding with high quality locally raised crops. Here in central Massachusetts, where growing is a real challenge, the small farms are doing very well. Locally raised produce that doesn't need to be transported and stored at tremendous cost is inherently cheaper and better. In the past many solutions to the problem have been proposed, including permits to work temporarily in the US. All defeated. I think some people just like cheap labor and no accountability. Not to worry, though, the migrants are no longer flowing to the US and there are millions of unemployed Americans, so it will work itself out to the benefit of the farmers if we just keep destroying the economy.",1,"Are n't these the same farmers that jump up and down screaming about illegal immigration when the kids want to go to school ? The ones that accept huge subsidies from the federal government ? My guess is that the ones who are really upset are the large Agribusinesses that use hundreds of illegal laborers at a time . Many small farmers are succeeding with high quality locally raised crops . Here in central Massachusetts , where growing is a real challenge , the small farms are doing very well . Locally raised produce that does n't need to be transported and stored at tremendous cost is inherently cheaper and better . In the past many solutions to the problem have been proposed , including permits to work temporarily in the US . All defeated . I think some people just like cheap labor and no accountability . Not to worry , though , the migrants are no longer flowing to the US and there are millions of unemployed Americans , so it will work itself out to the benefit of the farmers if we just keep destroying the economy .",12033
same-sex colleges,"The author's last sentence actually magpies a strong case for women's colleges. CoEd colleges are not generally ""...gender-integrated places, where no one is excluded and both sexes learn how to respect, collaborate with and lead each other through shared experience."" This is a nice fantasy but it is not reality. I was fortunate to go to an women's college in a curriculum where male students had to come to our turf. So I had the best of both worlds - the opportunity to study with men but in an environment where women's opinions and observations were honored because it was a women's college. PS. Having just finished ""I am Charlotte Simmons"" by Tom Wolfe, I think we have made the mistake of thinking that age is the equivalent of the emotional maturity necessary to live together and study together in a mutually beneficial way. If anything, we should have more segregation of the sexes through the college years - not less.",0,"The author 's last sentence actually magpies a strong case for women 's colleges . CoEd colleges are not generally "" ... gender - integrated places , where no one is excluded and both sexes learn how to respect , collaborate with and lead each other through shared experience . "" This is a nice fantasy but it is not reality . I was fortunate to go to an women 's college in a curriculum where male students had to come to our turf . So I had the best of both worlds - the opportunity to study with men but in an environment where women 's opinions and observations were honored because it was a women 's college . PS . Having just finished "" I am Charlotte Simmons "" by Tom Wolfe , I think we have made the mistake of thinking that age is the equivalent of the emotional maturity necessary to live together and study together in a mutually beneficial way . If anything , we should have more segregation of the sexes through the college years - not less .",1494
electric cars,"While clearly the Volt is not perfect, I recall a lot of these same issues being brought up when the first hybrids were announced. Too expensive, not worth it, only die-hard environmentalists will buy them and lose money, etc. Yet today look at all the hybrids on the road. And the cost has come down. Is the Volt the answer to our car problems? Of course not. But maybe by starting to realize that gasoline isn't the only way to power a car, it'll lead to hydrogen-powered cars or fuel cells or who knows maybe a technology that doesn't even exist yet. More options are always better!",1,"While clearly the Volt is not perfect , I recall a lot of these same issues being brought up when the first hybrids were announced . Too expensive , not worth it , only die - hard environmentalists will buy them and lose money , etc . Yet today look at all the hybrids on the road . And the cost has come down . Is the Volt the answer to our car problems ? Of course not . But maybe by starting to realize that gasoline is n't the only way to power a car , it 'll lead to hydrogen - powered cars or fuel cells or who knows maybe a technology that does n't even exist yet . More options are always better !",15920
refugees,"The issue is not whether refugees are good people or not -- rather the concern should be that those fleeing war in Syria should not all be going to Europe. A greater effort needs to be made to keep them in the Middle East, in nations closer to their home, if not indeed in their own country. THe solution to turbulence in Syria, Iraq, Afghanistan, Sudan, or any other nation, is not that these nation's whole populations go to Europe. No nation should be borderless, allowing entry to anyone who walks in. No nation can accomodate an endless number of refugees or immigrants. Nations can and should have workable policies on immigration, capable of being followed and enforced. THis is an issue quite separate from that of terrorism, and one that has been a major political issue in the US for decades already.",0,"The issue is not whether refugees are good people or not -- rather the concern should be that those fleeing war in Syria should not all be going to Europe . A greater effort needs to be made to keep them in the Middle East , in nations closer to their home , if not indeed in their own country . THe solution to turbulence in Syria , Iraq , Afghanistan , Sudan , or any other nation , is not that these nation 's whole populations go to Europe . No nation should be borderless , allowing entry to anyone who walks in . No nation can accomodate an endless number of refugees or immigrants . Nations can and should have workable policies on immigration , capable of being followed and enforced . THis is an issue quite separate from that of terrorism , and one that has been a major political issue in the US for decades already .",2410
a gamble,"When I was a student at Queens College and plans for the first State Lottery were announced, $360 million yearly was the magic number tossed about that would go towards education; many of us there supported the proposition. Prof. Marilyn Gittel posed a rhetorical question ...will the money be in addition to existing funds, or will those funds be reduced by the Lottery revenue? We know the answer to that one, and we also know that promised yields never seem to show up. This is deja vu all over again.",0,"When I was a student at Queens College and plans for the first State Lottery were announced , $ 360 million yearly was the magic number tossed about that would go towards education ; many of us there supported the proposition . Prof. Marilyn Gittel posed a rhetorical question ... will the money be in addition to existing funds , or will those funds be reduced by the Lottery revenue ? We know the answer to that one , and we also know that promised yields never seem to show up . This is deja vu all over again .",5165
casinos,"When I was a student at Queens College and plans for the first State Lottery were announced, $360 million yearly was the magic number tossed about that would go towards education; many of us there supported the proposition. Prof. Marilyn Gittel posed a rhetorical question ...will the money be in addition to existing funds, or will those funds be reduced by the Lottery revenue? We know the answer to that one, and we also know that promised yields never seem to show up. This is deja vu all over again.",0,"When I was a student at Queens College and plans for the first State Lottery were announced , $ 360 million yearly was the magic number tossed about that would go towards education ; many of us there supported the proposition . Prof. Marilyn Gittel posed a rhetorical question ... will the money be in addition to existing funds , or will those funds be reduced by the Lottery revenue ? We know the answer to that one , and we also know that promised yields never seem to show up . This is deja vu all over again .",14795
high school,"It might be worth taking a look at the CEGEP system in the province of Quebec. In Quebec, High school ends at grade 11. From there, students enter CEGEP which is either two years for students planning on going to university or three years for those in the technical/vocational side. Those who chose the three year program are ready for work right after graduating from CEGEP. The students who are heading to university have had the chance to take courses more focused on their chosen field. Not everyone can or should go to university and the system CEGEP offers an alternative.",1,"It might be worth taking a look at the CEGEP system in the province of Quebec . In Quebec , High school ends at grade 11 . From there , students enter CEGEP which is either two years for students planning on going to university or three years for those in the technical / vocational side . Those who chose the three year program are ready for work right after graduating from CEGEP . The students who are heading to university have had the chance to take courses more focused on their chosen field . Not everyone can or should go to university and the system CEGEP offers an alternative .",10607
immigration,"Immigration doesn't even enter the top 10 important issues facing this country. Crumbling infrastructure, a lousy medical system and public health, rampant inequality, the climate crisis - the list goes on and on. One of the reasons Bernie Sanders's campaign is exploding in popularity is that he's talking about the real issues facing America.",1,"Immigration does n't even enter the top 10 important issues facing this country . Crumbling infrastructure , a lousy medical system and public health , rampant inequality , the climate crisis - the list goes on and on . One of the reasons Bernie Sanders 's campaign is exploding in popularity is that he 's talking about the real issues facing America .",8014
a tax break,"I echo the sentiments of others in this thread. As a childless person, it infuriates me to read these arguments. The thought of families getting a $5,000 tax credit -- a payment of $5,000 -- because they don't take advantage of taxpayer-funded schools is outrageous. I pay thousands of dollars a month in taxes for schools that I will never directly take advantage of. Shouldn't I get a tax credit? This philosophy of not paying for public services you don't directly use is poisonous. If you have a huge yard with playground equipment, should you get a tax credit for not using public parks? If you buy books instead of checking them out the library, should you get a tax credit? If you don't have a car and don't use highways, should you get a tax credit? Aside from that, this author's notion that ignoring the Constitution is what got us $14 trillion into debt is ludicrous. A decade of irresponsible tax cuts, two multi-trillion dollar wars and the worst recession of our lifetime has much more to do with it.",0,"I echo the sentiments of others in this thread . As a childless person , it infuriates me to read these arguments . The thought of families getting a $ 5,000 tax credit -- a payment of $ 5,000 -- because they do n't take advantage of taxpayer - funded schools is outrageous . I pay thousands of dollars a month in taxes for schools that I will never directly take advantage of . Should n't I get a tax credit ? This philosophy of not paying for public services you do n't directly use is poisonous . If you have a huge yard with playground equipment , should you get a tax credit for not using public parks ? If you buy books instead of checking them out the library , should you get a tax credit ? If you do n't have a car and do n't use highways , should you get a tax credit ? Aside from that , this author 's notion that ignoring the Constitution is what got us $ 14 trillion into debt is ludicrous . A decade of irresponsible tax cuts , two multi - trillion dollar wars and the worst recession of our lifetime has much more to do with it .",7130
home schoolers,"I echo the sentiments of others in this thread. As a childless person, it infuriates me to read these arguments. The thought of families getting a $5,000 tax credit -- a payment of $5,000 -- because they don't take advantage of taxpayer-funded schools is outrageous. I pay thousands of dollars a month in taxes for schools that I will never directly take advantage of. Shouldn't I get a tax credit? This philosophy of not paying for public services you don't directly use is poisonous. If you have a huge yard with playground equipment, should you get a tax credit for not using public parks? If you buy books instead of checking them out the library, should you get a tax credit? If you don't have a car and don't use highways, should you get a tax credit? Aside from that, this author's notion that ignoring the Constitution is what got us $14 trillion into debt is ludicrous. A decade of irresponsible tax cuts, two multi-trillion dollar wars and the worst recession of our lifetime has much more to do with it.",1,"I echo the sentiments of others in this thread . As a childless person , it infuriates me to read these arguments . The thought of families getting a $ 5,000 tax credit -- a payment of $ 5,000 -- because they do n't take advantage of taxpayer - funded schools is outrageous . I pay thousands of dollars a month in taxes for schools that I will never directly take advantage of . Should n't I get a tax credit ? This philosophy of not paying for public services you do n't directly use is poisonous . If you have a huge yard with playground equipment , should you get a tax credit for not using public parks ? If you buy books instead of checking them out the library , should you get a tax credit ? If you do n't have a car and do n't use highways , should you get a tax credit ? Aside from that , this author 's notion that ignoring the Constitution is what got us $ 14 trillion into debt is ludicrous . A decade of irresponsible tax cuts , two multi - trillion dollar wars and the worst recession of our lifetime has much more to do with it .",9551
royal couple,It won't be easy due to over enthusiastic Photographers/Journalists and those who fabricate stories out of nowhere. Their privacy must be protected and ensured by media persons. They must not be haunted as has been witnessed in so many cases concerning Royal Linage. I wish them Good Luck & God Bless this couple.,1,It wo n't be easy due to over enthusiastic Photographers / Journalists and those who fabricate stories out of nowhere . Their privacy must be protected and ensured by media persons . They must not be haunted as has been witnessed in so many cases concerning Royal Linage . I wish them Good Luck & God Bless this couple .,6013
a modern family,It won't be easy due to over enthusiastic Photographers/Journalists and those who fabricate stories out of nowhere. Their privacy must be protected and ensured by media persons. They must not be haunted as has been witnessed in so many cases concerning Royal Linage. I wish them Good Luck & God Bless this couple.,1,It wo n't be easy due to over enthusiastic Photographers / Journalists and those who fabricate stories out of nowhere . Their privacy must be protected and ensured by media persons . They must not be haunted as has been witnessed in so many cases concerning Royal Linage . I wish them Good Luck & God Bless this couple .,6137
charter schools,Just don't bother to tell me that charter schools are successful because they are better when they succeed by kicking out any child they want to get rid of for any reason they want. And just because the schools you so admire in the past for being run by uneducated sadists doesn't make it right. There's something truly sick about admiring the schools that beat children and kick them out for any behavioral infractions.,0,Just do n't bother to tell me that charter schools are successful because they are better when they succeed by kicking out any child they want to get rid of for any reason they want . And just because the schools you so admire in the past for being run by uneducated sadists does n't make it right . There 's something truly sick about admiring the schools that beat children and kick them out for any behavioral infractions .,7226
cherry-picking students,Just don't bother to tell me that charter schools are successful because they are better when they succeed by kicking out any child they want to get rid of for any reason they want. And just because the schools you so admire in the past for being run by uneducated sadists doesn't make it right. There's something truly sick about admiring the schools that beat children and kick them out for any behavioral infractions.,0,Just do n't bother to tell me that charter schools are successful because they are better when they succeed by kicking out any child they want to get rid of for any reason they want . And just because the schools you so admire in the past for being run by uneducated sadists does n't make it right . There 's something truly sick about admiring the schools that beat children and kick them out for any behavioral infractions .,17547
people,"This is a dumb question. The US population is very diverse and becoming more fragmented. We have a two-tier educational system that is providing a decent education for the affluent and a miserable one for the poor or near poor. There is a sizeable minority that is anti-intellectual and anti-science, who feel religion beliefs are being undermined by modern concepts and morality. On the other hand the scientific education provided by the elite graduate schools is the best in the world and better than ever. Unfortunately most of the people taking advantage of that education are either foreign born or first generation Americans. The rest prefer to become lawyers, get degrees in business administration or get jobs in the financial sectors. The pursuit of wealth trumps pursuit of knowledge for those whose families have been Americans for more than 2 generations. The most worrisome trend is not that the population is dumbing down but that social coherence is being lost and greed is replacing a sense of social responsibility.",1,"This is a dumb question . The US population is very diverse and becoming more fragmented . We have a two - tier educational system that is providing a decent education for the affluent and a miserable one for the poor or near poor . There is a sizeable minority that is anti - intellectual and anti - science , who feel religion beliefs are being undermined by modern concepts and morality . On the other hand the scientific education provided by the elite graduate schools is the best in the world and better than ever . Unfortunately most of the people taking advantage of that education are either foreign born or first generation Americans . The rest prefer to become lawyers , get degrees in business administration or get jobs in the financial sectors . The pursuit of wealth trumps pursuit of knowledge for those whose families have been Americans for more than 2 generations . The most worrisome trend is not that the population is dumbing down but that social coherence is being lost and greed is replacing a sense of social responsibility .",5731
home schoolers,"Who has the time? When the kids are are of school age, the parents - usually both - have their noses to the grindstone. It takes a lot of determination and endurance to sit Junior down for two hours of lessons right after dinner. Further, as degrading as it may seem, schools provide an important function beyond education - as a day care service permitting both parents to be employed. As to the merits of giving tax breaks for home schooling, the public schools are not just going to disappear and their expenses have to be paid. Home schooling certainly means higher taxes.",0,"Who has the time ? When the kids are are of school age , the parents - usually both - have their noses to the grindstone . It takes a lot of determination and endurance to sit Junior down for two hours of lessons right after dinner . Further , as degrading as it may seem , schools provide an important function beyond education - as a day care service permitting both parents to be employed . As to the merits of giving tax breaks for home schooling , the public schools are not just going to disappear and their expenses have to be paid . Home schooling certainly means higher taxes .",16864
a tax break,"Who has the time? When the kids are are of school age, the parents - usually both - have their noses to the grindstone. It takes a lot of determination and endurance to sit Junior down for two hours of lessons right after dinner. Further, as degrading as it may seem, schools provide an important function beyond education - as a day care service permitting both parents to be employed. As to the merits of giving tax breaks for home schooling, the public schools are not just going to disappear and their expenses have to be paid. Home schooling certainly means higher taxes.",0,"Who has the time ? When the kids are are of school age , the parents - usually both - have their noses to the grindstone . It takes a lot of determination and endurance to sit Junior down for two hours of lessons right after dinner . Further , as degrading as it may seem , schools provide an important function beyond education - as a day care service permitting both parents to be employed . As to the merits of giving tax breaks for home schooling , the public schools are not just going to disappear and their expenses have to be paid . Home schooling certainly means higher taxes .",17198
your cat,"Declawing prevents cat overpopulation? Doubtful. I was a vet tech prior to becoming an RN. I have been physcially sick twice in the last 10 years of those careers....both times were as a vet tech. Neve as an ER nurse! Once was a shot puppy, another was a post op declaw. It was HORRIBLE. But clearly, sir, you need an anatomy class. You see cats don't reproduce via claws....1 cat can have 30  offspring in the wild.....my cats have the option to go outside (where they were found- cold, starving, wet, fighting for their lives in city streets) they don't want to go outside!!!! Why would they?? And personally I would rather buy 15 couches than live without any of my fur babies. I can't even believe you were allowed to write this article, as you are terribly misinformed.",1,"Declawing prevents cat overpopulation ? Doubtful . I was a vet tech prior to becoming an RN . I have been physcially sick twice in the last 10 years of those careers .... both times were as a vet tech . Neve as an ER nurse ! Once was a shot puppy , another was a post op declaw . It was HORRIBLE . But clearly , sir , you need an anatomy class . You see cats do n't reproduce via claws .... 1 cat can have 30   offspring in the wild ..... my cats have the option to go outside ( where they were found- cold , starving , wet , fighting for their lives in city streets ) they do n't want to go outside ! ! ! ! Why would they ? ? And personally I would rather buy 15 couches than live without any of my fur babies . I ca n't even believe you were allowed to write this article , as you are terribly misinformed .",15882
workplace,Service employees deal with a very wide variety of good and bad customers that impart pleasant to stressful experiences. On my part even when the service is less than stellar I tip generously regardless. Serving the general public is a very hard job and deserves consideration especially if one can afford the extra.,1,Service employees deal with a very wide variety of good and bad customers that impart pleasant to stressful experiences . On my part even when the service is less than stellar I tip generously regardless . Serving the general public is a very hard job and deserves consideration especially if one can afford the extra .,1863
