new_id,argument,topic,label,weights
16772,"if the newest product from the biggest Silicon Valley company is one that allows people to get notifications to their wrist so that they dont need to reach into their pocket - while at the same time being touted as fitness health tracker then, yes, the old Silicon Valley died with Steve Jobs 4 years ago.",technological innovation,0,"[('if', 0), ('the', 0), ('newest', 0), ('product', 0), ('from', 0), ('the', 0), ('biggest', 0), ('Silicon', 0), ('Valley', 0), ('company', 0), ('is', 0), ('one', 0), ('that', 0), ('allows', 0), ('people', 0), ('to', 0), ('get', 0), ('notifications', 0), ('to', 0), ('their', 0), ('wrist', 0), ('so', 0), ('that', 0), ('they', 0), ('do', 0), ('nt', 0), ('need', 0), ('to', 0), ('reach', 0), ('into', 0), ('their', 0), ('pocket', 0), ('-', 0.0), ('while', 0), ('at', 0), ('the', 0), ('same', 0), ('time', 0), ('being', 0), ('touted', 0), ('as', 0), ('fitness', 0), ('health', 0), ('tracker', 0), ('then', 0), (',', 0.0), ('yes', 0), (',', 0.0), ('the', 1.2305089770251603), ('old', 1.6818502257529495), ('Silicon', 1.6818502257529495), ('Valley', 1.6818502257529495), ('died', 1.6818502257529495), ('with', 1.2305089770251603), ('Steve', 1.2305089770251603), ('Jobs', 1.2305089770251603), ('4', 0.0), ('years', 0.45134124872778913), ('ago', 0.45134124872778913), ('.', 0.0)]"
15009,"Although I have no idea what studies show about home schooled kids, I do know that, having hired two of them, my impression is not favorable. Both were prima donnas who spent a lot of time complaining about work rules, who thought that they should be able to change work processes to suit them, and who resorted to crying and making scenes to try and get their way with co-workers. The public school system was established primarily as a benefit to society, not just the individual child. That is why we all pay taxes to the schools whether we have kids or not. If people want to take their children out, so be it -- but they still still have their obligation to support the schools.",home schoolers,0,"[('Although', 0), ('I', 0), ('have', 0), ('no', 0), ('idea', 0), ('what', 0), ('studies', 0), ('show', 0), ('about', 0), ('home', 0), ('schooled', 0), ('kids', 0), (',', 0.0), ('I', 1.186263374995668), ('do', 0), ('know', 0.5823068970787582), ('that', 0.5823068970787582), (',', 0.0), ('having', 0.5823068970787582), ('hired', 1.186263374995668), ('two', 1.186263374995668), ('of', 1.186263374995668), ('them', 1.186263374995668), (',', 0.0), ('my', 1.186263374995668), ('impression', 1.186263374995668), ('is', 1.186263374995668), ('not', 1.186263374995668), ('favorable', 1.186263374995668), ('.', 0.0), ('Both', 0), ('were', 0), ('prima', 0), ('donnas', 0), ('who', 0), ('spent', 0), ('a', 0), ('lot', 0), ('of', 0), ('time', 0), ('complaining', 0), ('about', 0), ('work', 0), ('rules', 0), (',', 0.0), ('who', 0), ('thought', 0), ('that', 0), ('they', 0), ('should', 0), ('be', 0), ('able', 0), ('to', 0), ('change', 0), ('work', 0), ('processes', 0), ('to', 0), ('suit', 0), ('them', 0), (',', 0.0), ('and', 0), ('who', 0), ('resorted', 0), ('to', 0), ('crying', 0), ('and', 0), ('making', 0), ('scenes', 0), ('to', 0), ('try', 0), ('and', 0), ('get', 0), ('their', 0), ('way', 0), ('with', 0), ('co', 0), ('-', 0.0), ('workers', 0), ('.', 0.0), ('The', 0.6039564779169098), ('public', 1.2521585578633119), ('school', 1.2521585578633119), ('system', 0.6039564779169098), ('was', 0.6039564779169098), ('established', 0.6039564779169098), ('primarily', 0), ('as', 0.6039564779169098), ('a', 0.6039564779169098), ('benefit', 1.2521585578633119), ('to', 1.2521585578633119), ('society', 1.2521585578633119), (',', 0.0), ('not', 0.6482020799464021), ('just', 0.6482020799464021), ('the', 0), ('individual', 0.6482020799464021), ('child', 0.6482020799464021), ('.', 0.0), ('That', 0), ('is', 0), ('why', 0), ('we', 0), ('all', 0), ('pay', 0), ('taxes', 0), ('to', 0), ('the', 0), ('schools', 0), ('whether', 0), ('we', 0), ('have', 0), ('kids', 0), ('or', 0), ('not', 0), ('.', 0.0), ('If', 0), ('people', 0), ('want', 0), ('to', 0), ('take', 0), ('their', 0), ('children', 0), ('out', 0), (',', 0.0), ('so', 0), ('be', 0), ('it', 0), ('--', 0.0), ('but', 0), ('they', 0), ('still', 0), ('still', 0.6482020799464021), ('have', 0.6482020799464021), ('their', 0), ('obligation', 0.6482020799464021), ('to', 0), ('support', 0.6482020799464021), ('the', 0), ('schools', 0.6482020799464021), ('.', 0.0)]"
10649,I have said before in these pages that I will never again vote for the lesser of two evils. Now I see that I must add that I will never vote for an over population denier or a global warming denier. Please New York Times and other media outlets make the candidates take a stand on these issues. We must have true leaders more than ever now.,overcrowding,0,"[('I', 0), ('have', 0), ('said', 0), ('before', 0), ('in', 0), ('these', 0), ('pages', 0), ('that', 0), ('I', 0), ('will', 0), ('never', 0), ('again', 0), ('vote', 0), ('for', 0), ('the', 0), ('lesser', 0), ('of', 0), ('two', 0), ('evils', 0), ('.', 0.0), ('Now', 0), ('I', 0), ('see', 0), ('that', 0), ('I', 0), ('must', 0), ('add', 0), ('that', 0), ('I', 0.5823068970787582), ('will', 0.5823068970787582), ('never', 1.0926110589202307), ('vote', 1.0926110589202307), ('for', 1.0926110589202307), ('an', 0.5823068970787582), ('over', 1.0926110589202307), ('population', 1.0926110589202307), ('denier', 1.0926110589202307), ('or', 0), ('a', 0), ('global', 0), ('warming', 0), ('denier', 0), ('.', 0.0), ('Please', 0), ('New', 0), ('York', 0), ('Times', 0), ('and', 0), ('other', 0), ('media', 0.5103041618414726), ('outlets', 0.5103041618414726), ('make', 0.5103041618414726), ('the', 0), ('candidates', 0.5103041618414726), ('take', 0.5103041618414726), ('a', 0.5103041618414726), ('stand', 0.5103041618414726), ('on', 0), ('these', 0), ('issues', 0), ('.', 0.0), ('We', 0), ('must', 0), ('have', 0), ('TRUE', 0), ('leaders', 0), ('more', 0), ('than', 0), ('ever', 0), ('now', 0), ('.', 0.0)]"
14951,"I haven't heard any serious call for more regulation of the emissions problem, All I hear is a call to make it harder for companies to cheat by improving testing of vehicles. This is not additional regulation. The author in using a massive cheating scandal to diminish the role of regulation is again promoting the small government agenda. This scandal is proof that government regulation and testing is essential. Without it this fraud would never have been detected.",companies,0,"[('I', 0), ('have', 0), (""n't"", 0), ('heard', 0), ('any', 0), ('serious', 0), ('call', 0), ('for', 0), ('more', 0), ('regulation', 0), ('of', 0), ('the', 0), ('emissions', 0), ('problem', 0), (',', 0.0), ('All', 0), ('I', 0), ('hear', 0), ('is', 0), ('a', 0), ('call', 0), ('to', 0), ('make', 0.43168943847698943), ('it', 0), ('harder', 0.43168943847698943), ('for', 0), ('companies', 0.43168943847698943), ('to', 0), ('cheat', 0.43168943847698943), ('by', 0), ('improving', 0), ('testing', 0), ('of', 0), ('vehicles', 0), ('.', 0.0), ('This', 0), ('is', 0), ('not', 0), ('additional', 0), ('regulation', 0), ('.', 0.0), ('The', 0), ('author', 0), ('in', 0), ('using', 0), ('a', 0), ('massive', 0.43168943847698943), ('cheating', 0.43168943847698943), ('scandal', 0.43168943847698943), ('to', 0), ('diminish', 0.43168943847698943), ('the', 0), ('role', 0), ('of', 0), ('regulation', 0.43168943847698943), ('is', 0), ('again', 0), ('promoting', 0), ('the', 0), ('small', 0), ('government', 0), ('agenda', 0), ('.', 0.0), ('This', 1.228753544688105), ('scandal', 1.6604429831650944), ('is', 0.5823068970787582), ('proof', 1.228753544688105), ('that', 0.5823068970787582), ('government', 1.6604429831650944), ('regulation', 1.6604429831650944), ('and', 0.5823068970787582), ('testing', 1.0139963355557475), ('is', 1.228753544688105), ('essential', 1.6604429831650944), ('.', 0.0), ('Without', 0.6464466476093469), ('it', 0.6464466476093469), ('this', 0.6464466476093469), ('fraud', 0.6464466476093469), ('would', 0.6464466476093469), ('never', 0.6464466476093469), ('have', 0.6464466476093469), ('been', 0.6464466476093469), ('detected', 0), ('.', 0.0)]"
19515,"I'm getting a Leaf. 100 miles is plenty of range and I have no range anxiety concerns. Since I keep a car on average 20 years the Leaf will easily pay for itself (even with a battery pack replacement) over the years. The Leaf goes 38 miles on $1, a Prius only does 18 miles. The Leaf takes 1/3 the energy of an ICE to go the same mile. Being an engineer I like that efficiency. When I did a test drive, the solid ride and silence of the car was beyond anything I have experienced with a gas car. Toyota step aside, Nissan just leaped frogged you, and GM your VOLT will be a maintenance nightmare with its complexity.",electric cars,1,"[('I', 0.6039564779169098), (""'m"", 0.6039564779169098), ('getting', 0.6039564779169098), ('a', 0.6039564779169098), ('Leaf', 0.6039564779169098), ('.', 0.0), ('100', 0.0), ('miles', 1.2305089770251603), ('is', 1.2305089770251603), ('plenty', 1.2305089770251603), ('of', 1.2305089770251603), ('range', 1.2305089770251603), ('and', 0.5823068970787582), ('I', 0.5823068970787582), ('have', 0.5823068970787582), ('no', 0.5823068970787582), ('range', 0.5823068970787582), ('anxiety', 0.5823068970787582), ('concerns', 0.5823068970787582), ('.', 0.0), ('Since', 0), ('I', 0), ('keep', 0), ('a', 0), ('car', 0), ('on', 0), ('average', 0), ('20', 0.0), ('years', 0), ('the', 0), ('Leaf', 0.6482020799464021), ('will', 0.6482020799464021), ('easily', 0), ('pay', 0.6482020799464021), ('for', 0.6482020799464021), ('itself', 0.6482020799464021), ('(', 0.0), ('even', 0), ('with', 0), ('a', 0), ('battery', 0), ('pack', 0), ('replacement', 0), (')', 0.0), ('over', 0), ('the', 0), ('years', 0), ('.', 0.0), ('The', 0), ('Leaf', 0), ('goes', 0), ('38', 0.0), ('miles', 0), ('on', 0), ('$', 0.0), ('1', 0.0), (',', 0.0), ('a', 0), ('Prius', 0), ('only', 0), ('does', 0), ('18', 0.0), ('miles', 0), ('.', 0.0), ('The', 0), ('Leaf', 0), ('takes', 0), ('1/3', 0.0), ('the', 0), ('energy', 0), ('of', 0), ('an', 0), ('ICE', 0), ('to', 0), ('go', 0), ('the', 0), ('same', 0), ('mile', 0), ('.', 0.0), ('Being', 0), ('an', 0), ('engineer', 0), ('I', 0.6039564779169098), ('like', 0.6039564779169098), ('that', 0), ('efficiency', 1.2521585578633119), ('.', 0.0), ('When', 0), ('I', 0), ('did', 0), ('a', 0), ('test', 0), ('drive', 0), (',', 0.0), ('the', 0), ('solid', 1.83446545494207), ('ride', 1.83446545494207), ('and', 1.2305089770251603), ('silence', 1.83446545494207), ('of', 1.186263374995668), ('the', 0.6039564779169098), ('car', 1.186263374995668), ('was', 0.5823068970787582), ('beyond', 1.186263374995668), ('anything', 1.186263374995668), ('I', 1.186263374995668), ('have', 0.6039564779169098), ('experienced', 1.186263374995668), ('with', 0.6039564779169098), ('a', 0.6039564779169098), ('gas', 1.186263374995668), ('car', 1.186263374995668), ('.', 0.0), ('Toyota', 0), ('step', 0), ('aside', 0), (',', 0.0), ('Nissan', 0), ('just', 0), ('leaped', 0), ('frogged', 0), ('you', 0), (',', 0.0), ('and', 0), ('GM', 0), ('your', 0), ('VOLT', 0), ('will', 0), ('be', 0), ('a', 0), ('maintenance', 0), ('nightmare', 0), ('with', 0), ('its', 0), ('complexity', 0), ('.', 0.0)]"
15714,"College kids are the one demographic guaranteed to think critically; learning to is their full-time job. They question everything and are therefore the demographic least susceptible to platitudes and pandering. They also have the best chance of knowing something about history besides jingoistic propaganda. The Clinton campaign is clearly worried about them, and crowd-sourcing exercises like this one are searching for a reliable way to manipulating them away from voting for Bernie. I find it amusing that a Clinton partisan thinks college kids are looking for perks paid for by their parents' generstion when they obviously are fed up with being ripped off by the 1%.",college students ' votes,1,"[('College', 1.2305089770251603), ('kids', 1.2305089770251603), ('are', 1.2305089770251603), ('the', 0), ('one', 1.0336481458065472), ('demographic', 1.0336481458065472), ('guaranteed', 1.6818502257529493), ('to', 1.2305089770251603), ('think', 1.6818502257529493), ('critically', 1.6818502257529493), (';', 0.0), ('learning', 0.5823068970787582), ('to', 0), ('is', 0.5823068970787582), ('their', 0.5823068970787582), ('full', 0.5823068970787582), ('-', 0.0), ('time', 0.5823068970787582), ('job', 0.5823068970787582), ('.', 0.0), ('They', 0.6482020799464021), ('question', 0.6482020799464021), ('everything', 0.6482020799464021), ('and', 0), ('are', 0.6482020799464021), ('therefore', 0), ('the', 0), ('demographic', 0), ('least', 1.0995433286741911), ('susceptible', 1.0995433286741911), ('to', 0.6482020799464021), ('platitudes', 1.0995433286741911), ('and', 0.6482020799464021), ('pandering', 1.0995433286741911), ('.', 0.0), ('They', 0), ('also', 0), ('have', 0), ('the', 0), ('best', 0.45134124872778913), ('chance', 0.45134124872778913), ('of', 0), ('knowing', 0.45134124872778913), ('something', 0.45134124872778913), ('about', 0), ('history', 0.45134124872778913), ('besides', 0.45134124872778913), ('jingoistic', 0.45134124872778913), ('propaganda', 0.45134124872778913), ('.', 0.0), ('The', 0), ('Clinton', 0), ('campaign', 0), ('is', 0), ('clearly', 0), ('worried', 0), ('about', 0), ('them', 0), (',', 0.0), ('and', 0), ('crowd', 0), ('-', 0.0), ('sourcing', 0), ('exercises', 0), ('like', 0), ('this', 0), ('one', 0), ('are', 0), ('searching', 0), ('for', 0), ('a', 0), ('reliable', 0), ('way', 0), ('to', 0), ('manipulating', 0), ('them', 0), ('away', 0), ('from', 0), ('voting', 0), ('for', 0), ('Bernie', 0), ('.', 0.0), ('I', 0), ('find', 0), ('it', 0), ('amusing', 0), ('that', 0), ('a', 0), ('Clinton', 0), ('partisan', 0), ('thinks', 0), ('college', 0), ('kids', 0), ('are', 0), ('looking', 0), ('for', 0), ('perks', 0), ('paid', 0), ('for', 0), ('by', 0), ('their', 0), ('parents', 0), (""'"", 0.0), ('generstion', 0), ('when', 0), ('they', 0), ('obviously', 0), ('are', 0), ('fed', 0), ('up', 0), ('with', 0), ('being', 0), ('ripped', 0), ('off', 0), ('by', 0), ('the', 0), ('1', 0.0), ('%', 0.0), ('.', 0.0)]"
19471,"I see one assumption here that creates a false hindrance to finding solutions. I would think that an apple grower with no harvest labor would very wiling to replant to mechanically harvestable trees. There is no value in having trees whose many apples never leave the orchard. The exception, and perhaps the reason for making the assumption, are those growers who are so stubborn that they would rather go out of business thinking themselves proven right. But that is not the attitude that made Washington apple growers so successful.",farms,1,"[('I', 0), ('see', 0), ('one', 0), ('assumption', 0), ('here', 0), ('that', 0), ('creates', 0), ('a', 0), ('FALSE', 0), ('hindrance', 0), ('to', 0), ('finding', 0), ('solutions', 0), ('.', 0.0), ('I', 0), ('would', 0), ('think', 0), ('that', 0), ('an', 0.6650902130923525), ('apple', 1.3132922930387547), ('grower', 1.3132922930387547), ('with', 1.3132922930387547), ('no', 1.3132922930387547), ('harvest', 1.3132922930387547), ('labor', 1.3132922930387547), ('would', 1.3132922930387547), ('very', 1.3132922930387547), ('wiling', 1.3132922930387547), ('to', 1.3132922930387547), ('replant', 1.3132922930387547), ('to', 1.3132922930387547), ('mechanically', 1.3132922930387547), ('harvestable', 1.3132922930387547), ('trees', 1.3132922930387547), ('.', 0.0), ('There', 0), ('is', 0), ('no', 0), ('value', 0), ('in', 0), ('having', 0), ('trees', 0), ('whose', 0), ('many', 0), ('apples', 0), ('never', 0), ('leave', 0), ('the', 0), ('orchard', 0), ('.', 0.0), ('The', 0), ('exception', 0), (',', 0.0), ('and', 0), ('perhaps', 0), ('the', 0), ('reason', 0), ('for', 0), ('making', 0), ('the', 0), ('assumption', 0), (',', 0.0), ('are', 0), ('those', 0), ('growers', 0), ('who', 0), ('are', 0), ('so', 0), ('stubborn', 0), ('that', 0), ('they', 0), ('would', 0), ('rather', 0), ('go', 0), ('out', 0), ('of', 0), ('business', 0), ('thinking', 0), ('themselves', 0), ('proven', 0), ('right', 0), ('.', 0.0), ('But', 0), ('that', 0), ('is', 0), ('not', 0), ('the', 0), ('attitude', 0), ('that', 0), ('made', 0), ('Washington', 0), ('apple', 0), ('growers', 0), ('so', 0), ('successful', 0), ('.', 0.0)]"
15882,"Declawing prevents cat overpopulation? Doubtful. I was a vet tech prior to becoming an RN. I have been physcially sick twice in the last 10 years of those careers....both times were as a vet tech. Neve as an ER nurse! Once was a shot puppy, another was a post op declaw. It was HORRIBLE. But clearly, sir, you need an anatomy class. You see cats don't reproduce via claws....1 cat can have 30  offspring in the wild.....my cats have the option to go outside (where they were found- cold, starving, wet, fighting for their lives in city streets) they don't want to go outside!!!! Why would they?? And personally I would rather buy 15 couches than live without any of my fur babies. I can't even believe you were allowed to write this article, as you are terribly misinformed.",your cat,1,"[('Declawing', 0.6039564779169098), ('prevents', 0.6039564779169098), ('cat', 0.6039564779169098), ('overpopulation', 0.6039564779169098), ('?', 0.0), ('Doubtful', 0.6039564779169098), ('.', 0.0), ('I', 0), ('was', 0), ('a', 0), ('vet', 0), ('tech', 0), ('prior', 0), ('to', 0), ('becoming', 0), ('an', 0), ('RN', 0), ('.', 0.0), ('I', 0), ('have', 0), ('been', 0), ('physcially', 0), ('sick', 0), ('twice', 0), ('in', 0), ('the', 0), ('last', 0), ('10', 0.0), ('years', 0), ('of', 0), ('those', 0), ('careers', 0), ('....', 0.0), ('both', 0), ('times', 0), ('were', 0), ('as', 0), ('a', 0), ('vet', 0), ('tech', 0), ('.', 0.0), ('Neve', 0), ('as', 0), ('an', 0), ('ER', 0), ('nurse', 0), ('!', 0.0), ('Once', 0), ('was', 0), ('a', 0), ('shot', 0), ('puppy', 0), (',', 0.0), ('another', 0), ('was', 0), ('a', 0), ('post', 0), ('op', 0), ('declaw', 0), ('.', 0.0), ('It', 0), ('was', 0), ('HORRIBLE', 0), ('.', 0.0), ('But', 0), ('clearly', 0), (',', 0.0), ('sir', 0), (',', 0.0), ('you', 0), ('need', 0), ('an', 0), ('anatomy', 0), ('class', 0), ('.', 0.0), ('You', 0), ('see', 0), ('cats', 0), ('do', 0), (""n't"", 0), ('reproduce', 0), ('via', 0), ('claws', 0), ('....', 0.0), ('1', 0.0), ('cat', 0), ('can', 0), ('have', 0), ('30', 0.0), ('', 0.0), ('', 0.0), ('offspring', 0), ('in', 0), ('the', 0), ('wild', 0), ('.....', 0.0), ('my', 0), ('cats', 0), ('have', 0), ('the', 0), ('option', 0), ('to', 0), ('go', 0), ('outside', 0), ('(', 0.0), ('where', 0), ('they', 0), ('were', 0), ('found-', 0), ('cold', 0), (',', 0.0), ('starving', 0), (',', 0.0), ('wet', 0), (',', 0.0), ('fighting', 0), ('for', 0), ('their', 0), ('lives', 0), ('in', 0), ('city', 0), ('streets', 0), (')', 0.0), ('they', 0), ('do', 0), (""n't"", 0), ('want', 0), ('to', 0), ('go', 0), ('outside', 0), ('!', 0.0), ('!', 0.0), ('!', 0.0), ('!', 0.0), ('Why', 0), ('would', 0), ('they', 0), ('?', 0.0), ('?', 0.0), ('And', 0), ('personally', 0.6039564779169098), ('I', 0.6039564779169098), ('would', 0.6039564779169098), ('rather', 0.6039564779169098), ('buy', 0.6039564779169098), ('15', 0.0), ('couches', 0.6039564779169098), ('than', 0.6039564779169098), ('live', 0.6039564779169098), ('without', 0.6039564779169098), ('any', 0.6039564779169098), ('of', 0.6039564779169098), ('my', 0.6039564779169098), ('fur', 0.6039564779169098), ('babies', 0.6039564779169098), ('.', 0.0), ('I', 0), ('ca', 0), (""n't"", 0), ('even', 0), ('believe', 0), ('you', 0), ('were', 0), ('allowed', 0), ('to', 0), ('write', 0), ('this', 0), ('article', 0), (',', 0.0), ('as', 0), ('you', 0), ('are', 0), ('terribly', 0), ('misinformed', 0), ('.', 0.0)]"
12582,"As others have stated, I want my taxes lowered because I don't have children and don't use the public school system (among other public services) because of it. In fact I believe I should get a tax break on my income for NOT costing the government extra by having children. Why do parents who choose to have children believe they deserve to pay LESS than I do in taxes just because they choose to breed. It is not as if they didn't know that children cost money to have and raise! Yet because they get a tax break for having them and I don't I am forced to help pay for them! If you want kids and choose to have them then YOU pay for them and don't expect to get your taxes reduced because of it!",home schoolers,0,"[('As', 0), ('others', 0), ('have', 0), ('stated', 0), (',', 0.0), ('I', 0), ('want', 0), ('my', 0), ('taxes', 0), ('lowered', 0), ('because', 0), ('I', 0), ('do', 0), (""n't"", 0), ('have', 0), ('children', 0), ('and', 0), ('do', 0), (""n't"", 0), ('use', 0), ('the', 0), ('public', 0), ('school', 0), ('system', 0), ('(', 0.0), ('among', 0), ('other', 0), ('public', 0), ('services', 0), (')', 0.0), ('because', 0), ('of', 0), ('it', 0), ('.', 0.0), ('In', 0), ('fact', 0), ('I', 0), ('believe', 0), ('I', 0), ('should', 0), ('get', 0), ('a', 0), ('tax', 0), ('break', 0), ('on', 0), ('my', 0), ('income', 0), ('for', 0), ('NOT', 0), ('costing', 0), ('the', 0), ('government', 0), ('extra', 0), ('by', 0), ('having', 0), ('children', 0), ('.', 0.0), ('Why', 0), ('do', 0), ('parents', 0), ('who', 0), ('choose', 0), ('to', 0), ('have', 0), ('children', 0), ('believe', 0), ('they', 0), ('deserve', 0), ('to', 0), ('pay', 0), ('LESS', 0), ('than', 0), ('I', 0), ('do', 0), ('in', 0), ('taxes', 0), ('just', 0), ('because', 0), ('they', 0), ('choose', 0), ('to', 0), ('breed', 0), ('.', 0.0), ('It', 0), ('is', 0), ('not', 0), ('as', 0), ('if', 0), ('they', 0), ('did', 0), (""n't"", 0), ('know', 0), ('that', 0), ('children', 0), ('cost', 0), ('money', 0), ('to', 0), ('have', 0), ('and', 0), ('raise', 0), ('!', 0.0), ('Yet', 0), ('because', 0), ('they', 0), ('get', 0), ('a', 0), ('tax', 0), ('break', 0), ('for', 0), ('having', 0), ('them', 0), ('and', 0), ('I', 0), ('do', 0), (""n't"", 0), ('I', 0), ('am', 0), ('forced', 0), ('to', 0), ('help', 0), ('pay', 0), ('for', 0), ('them', 0), ('!', 0.0), ('If', 1.2521585578633119), ('you', 1.2521585578633119), ('want', 1.2521585578633119), ('kids', 1.2521585578633119), ('and', 0.6482020799464021), ('choose', 0.6482020799464021), ('to', 0.6482020799464021), ('have', 0.6482020799464021), ('them', 0.6482020799464021), ('then', 0.6482020799464021), ('YOU', 1.2521585578633119), ('pay', 1.2521585578633119), ('for', 1.2521585578633119), ('them', 1.2521585578633119), ('and', 0.6039564779169098), ('do', 0.6039564779169098), (""n't"", 0.6039564779169098), ('expect', 0.6039564779169098), ('to', 0.6039564779169098), ('get', 0.6039564779169098), ('your', 0.6039564779169098), ('taxes', 0.6039564779169098), ('reduced', 0.6039564779169098), ('because', 0.6039564779169098), ('of', 0.6039564779169098), ('it', 0.6039564779169098), ('!', 0.0)]"
10910,"This article is tantamount to asking a criminal's mother to give him a character reference! The author is a former member of the IDF. Enough said. Netanyahu and his cabal do not want to negotiate, period. So, the Palestinians are left to their own devices. Whatever schisms exist within the Palestinian are for them to resolve. That state of affairs does not preclude a nation state for the Palestinians. The forces of change, good and bad, are closing in on Israel. Tempus fugit!",a palestinian state,1,"[('This', 0), ('article', 0), ('is', 0), ('tantamount', 0), ('to', 0), ('asking', 0), ('a', 0), ('criminal', 0), (""'s"", 0), ('mother', 0), ('to', 0), ('give', 0), ('him', 0), ('a', 0), ('character', 0), ('reference', 0), ('!', 0.0), ('The', 0), ('author', 0), ('is', 0), ('a', 0), ('former', 0), ('member', 0), ('of', 0), ('the', 0), ('IDF', 0), ('.', 0.0), ('Enough', 0), ('said', 0), ('.', 0.0), ('Netanyahu', 0), ('and', 0), ('his', 0), ('cabal', 0), ('do', 0), ('not', 0), ('want', 0), ('to', 0), ('negotiate', 0), (',', 0.0), ('period', 0), ('.', 0.0), ('So', 0), (',', 0.0), ('the', 0), ('Palestinians', 0), ('are', 0), ('left', 0), ('to', 0), ('their', 0), ('own', 0), ('devices', 0), ('.', 0.0), ('Whatever', 0), ('schisms', 0), ('exist', 0), ('within', 0), ('the', 0), ('Palestinian', 0), ('are', 0), ('for', 0), ('them', 0), ('to', 0), ('resolve', 0), ('.', 0.0), ('That', 0.5823068970787582), ('state', 0.5823068970787582), ('of', 0.5823068970787582), ('affairs', 0.5823068970787582), ('does', 0.5823068970787582), ('not', 0.5823068970787582), ('preclude', 0.5823068970787582), ('a', 0.5823068970787582), ('nation', 0.5823068970787582), ('state', 0.5823068970787582), ('for', 0.5823068970787582), ('the', 0.5823068970787582), ('Palestinians', 0.5823068970787582), ('.', 0.0), ('The', 0), ('forces', 0), ('of', 0), ('change', 0), (',', 0.0), ('good', 0), ('and', 0), ('bad', 0), (',', 0.0), ('are', 0), ('closing', 0), ('in', 0), ('on', 0), ('Israel', 0), ('.', 0.0), ('Tempus', 0), ('fugit', 0), ('!', 0.0)]"
